Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.0025463104248046875,0.0225067138671875,0.0013628005981445312,0.0159912109375,0.00408172607421875,0.051605224609375,0.0014848709106445312,0.0023593902587890625,0.017181396484375,0.004547119140625,0.002910614013671875,0.0128173828125,0.02789306640625,0.006328582763671875
1,0.06298828125,0.09722900390625,0.04864501953125,0.07318115234375,0.0457763671875,0.041961669921875,0.052276611328125,0.0321044921875,0.040618896484375,0.039215087890625,0.03125,0.03582763671875,0.0501708984375,0.06378173828125
2,0.08416748046875,0.0909423828125,0.0709228515625,0.06561279296875,0.07769775390625,0.06707763671875,0.058319091796875,0.12054443359375,0.0592041015625,0.09710693359375,0.07958984375,0.1123046875,0.1268310546875,0.0706787109375
3,0.060302734375,0.07861328125,0.09417724609375,0.0924072265625,0.051910400390625,0.058074951171875,0.0058135986328125,0.0238189697265625,0.0556640625,0.07611083984375,0.07501220703125,0.03717041015625,0.0238037109375,0.044891357421875
4,0.04754638671875,0.049652099609375,0.07861328125,0.08544921875,0.072021484375,0.0697021484375,0.0787353515625,0.06365966796875,0.1241455078125,0.11163330078125,0.090087890625,0.17724609375,0.1429443359375,0.07269287109375
5,0.5322265625,0.2822265625,0.1534423828125,0.033111572265625,0.038330078125,0.10174560546875,0.00402069091796875,0.1190185546875,0.192626953125,0.110107421875,0.105712890625,0.021636962890625,0.1033935546875,0.1697998046875
6,0.1922607421875,0.18798828125,0.281982421875,0.298828125,0.2021484375,0.130126953125,0.17431640625,0.0911865234375,0.1131591796875,0.1075439453125,0.10711669921875,0.185302734375,0.10284423828125,0.1741943359375
7,0.2432861328125,0.1697998046875,0.147216796875,0.10693359375,0.2841796875,0.265380859375,0.224853515625,0.2705078125,0.08935546875,0.052825927734375,0.164306640625,0.1649169921875,0.07708740234375,0.07550048828125
8,0.1361083984375,0.296875,0.10345458984375,0.077880859375,0.1514892578125,0.143310546875,0.215087890625,0.15185546875,0.0906982421875,0.1627197265625,0.106689453125,0.2249755859375,0.1558837890625,0.10736083984375
9,0.265625,0.2413330078125,0.38720703125,0.2314453125,0.31982421875,0.2275390625,0.468017578125,0.0005478858947753906,0.01303863525390625,0.0802001953125,0.00047779083251953125,0.0906982421875,0.049774169921875,0.0004868507385253906
10,0.3857421875,0.314208984375,0.2042236328125,0.2012939453125,0.2498779296875,0.255126953125,0.29638671875,0.306396484375,0.188720703125,0.1822509765625,0.10736083984375,0.14794921875,0.2244873046875,0.1512451171875
11,0.576171875,0.21875,0.3994140625,0.470947265625,0.42578125,0.3193359375,0.254150390625,0.044097900390625,0.0003268718719482422,0.04052734375,0.0838623046875,0.00891876220703125,0.07293701171875,0.1861572265625
12,0.5126953125,0.321044921875,0.1746826171875,0.24951171875,0.33740234375,0.32763671875,0.265625,0.123291015625,0.10137939453125,0.190185546875,0.0102386474609375,0.1787109375,0.2293701171875,0.08782958984375
13,0.1719970703125,0.11480712890625,0.325439453125,0.3779296875,0.315185546875,0.447265625,0.388916015625,0.1619873046875,0.07794189453125,0.0882568359375,0.1788330078125,0.1883544921875,0.20947265625,0.038238525390625
14,0.484130859375,0.439208984375,0.3720703125,0.263916015625,0.302734375,0.348388671875,0.2188720703125,0.34619140625,0.26123046875,1.0,0.29638671875,0.35009765625,0.29736328125,0.291015625
15,0.158447265625,0.2276611328125,0.3115234375,0.1954345703125,0.219970703125,0.374267578125,0.33203125,0.2362060546875,0.401611328125,0.33935546875,0.3466796875,0.385498046875,0.365966796875,0.46044921875
16,0.51220703125,0.54345703125,0.221435546875,0.08404541015625,0.058074951171875,0.1290283203125,0.0535888671875,0.19970703125,0.25146484375,0.1500244140625,0.08343505859375,0.609375,0.268310546875,0.0245513916015625
17,0.467529296875,0.265625,0.52685546875,0.68896484375,0.419189453125,0.578125,0.19091796875,0.2496337890625,0.349365234375,0.4091796875,0.52734375,0.482666015625,0.1578369140625,0.281494140625
18,0.09588623046875,0.5234375,0.09356689453125,0.320556640625,1.185546875,0.13427734375,0.1177978515625,0.2015380859375,0.341552734375,0.346923828125,0.1251220703125,0.424560546875,0.1177978515625,0.437744140625
19,0.36083984375,0.15673828125,0.30810546875,0.055267333984375,0.028228759765625,0.12841796875,0.11883544921875,0.2841796875,0.463623046875,0.192626953125,0.238525390625,0.59033203125,0.51123046875,0.281494140625
20,0.0841064453125,0.9326171875,0.459228515625,0.2178955078125,0.1788330078125,0.05126953125,0.1876220703125,0.95751953125,0.7373046875,0.1314697265625,0.52294921875,0.75048828125,1.4931640625,0.3251953125
21,0.1953125,0.37841796875,0.91552734375,1.1806640625,0.369140625,0.68359375,0.451416015625,0.1822509765625,1.1767578125,0.5576171875,0.129638671875,0.38720703125,0.5712890625,0.6298828125
22,0.6591796875,0.3935546875,0.60791015625,0.57080078125,0.311767578125,0.93359375,0.54443359375,1.1796875,0.354736328125,0.2078857421875,1.6083984375,0.6845703125,0.4658203125,0.77099609375
23,0.91943359375,0.86572265625,0.73291015625,0.48388671875,0.697265625,0.6015625,0.611328125,0.67578125,1.3095703125,0.436767578125,0.483154296875,0.41259765625,0.62109375,0.55078125

Top 10 Most Divergent Heads
Rank,Layer,Head,Divergence
1,22,10,1.6083984375
2,20,12,1.4931640625
3,23,8,1.3095703125
4,18,4,1.185546875
5,21,3,1.1806640625
6,22,7,1.1796875
7,21,8,1.1767578125
8,14,9,1.0
9,20,7,0.95751953125
10,22,5,0.93359375
