Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27
0,0.095703125,0.0182952880859375,0.08270263671875,0.053802490234375,0.07647705078125,0.01078033447265625,0.03558349609375,0.039215087890625,0.02752685546875,0.044097900390625,0.047332763671875,0.035858154296875,0.035614013671875,0.0455322265625,0.11395263671875,0.00028133392333984375,0.031341552734375,0.10052490234375,0.076171875,0.12322998046875,0.0233612060546875,0.041015625,0.0430908203125,0.043365478515625,0.036529541015625,0.040802001953125,0.03399658203125,0.035430908203125
1,0.056671142578125,0.0626220703125,0.07025146484375,0.062408447265625,0.037109375,0.04931640625,0.06536865234375,0.060516357421875,0.039031982421875,0.0496826171875,0.06103515625,0.048675537109375,0.08660888671875,0.037811279296875,0.0537109375,0.06610107421875,0.07879638671875,0.0672607421875,0.0462646484375,0.07623291015625,0.05694580078125,0.07244873046875,0.060516357421875,0.1265869140625,0.08447265625,0.08074951171875,0.0589599609375,0.07598876953125
2,0.045257568359375,0.057037353515625,0.06292724609375,0.05426025390625,0.035400390625,0.05731201171875,0.0843505859375,0.0765380859375,0.079345703125,0.068603515625,0.060211181640625,0.05902099609375,0.0687255859375,0.0911865234375,0.1156005859375,0.08673095703125,0.1474609375,0.0936279296875,0.0711669921875,0.09771728515625,0.09051513671875,0.095703125,0.25634765625,0.09918212890625,0.11297607421875,0.11920166015625,0.07635498046875,0.11334228515625
3,0.06231689453125,0.07098388671875,0.06976318359375,0.08251953125,0.050537109375,0.061859130859375,0.07080078125,0.11669921875,0.07904052734375,0.11468505859375,0.1346435546875,0.1378173828125,0.09991455078125,0.109375,0.120849609375,0.108154296875,0.10833740234375,0.10223388671875,0.07269287109375,0.09356689453125,0.113525390625,0.09368896484375,0.10687255859375,0.1014404296875,0.10791015625,0.10028076171875,0.10498046875,0.1064453125
4,0.0819091796875,0.06707763671875,0.19873046875,0.09051513671875,0.2095947265625,0.10888671875,0.157958984375,0.0014925003051757812,0.050079345703125,0.174560546875,0.0054779052734375,0.1541748046875,0.1617431640625,0.002323150634765625,0.0156402587890625,0.1771240234375,0.14599609375,0.10479736328125,0.07708740234375,0.128662109375,0.209228515625,0.0660400390625,0.020172119140625,0.0611572265625,0.058135986328125,0.1307373046875,0.058074951171875,0.01148223876953125
5,0.376220703125,0.1370849609375,0.05816650390625,0.06195068359375,0.1488037109375,0.263427734375,0.13037109375,0.218505859375,0.197998046875,0.1322021484375,0.329345703125,0.07708740234375,0.060211181640625,0.2408447265625,0.06231689453125,0.07452392578125,0.08636474609375,0.08587646484375,0.1650390625,0.035186767578125,0.12469482421875,0.328857421875,0.2010498046875,0.19775390625,0.111328125,0.08062744140625,0.50927734375,0.2431640625
6,0.10662841796875,0.06781005859375,0.209228515625,0.08074951171875,0.0269927978515625,0.0726318359375,0.06964111328125,0.2086181640625,0.02838134765625,0.2420654296875,0.28759765625,0.153076171875,0.08917236328125,0.1546630859375,0.22412109375,0.176025390625,0.202880859375,0.1729736328125,0.33837890625,0.1259765625,0.1455078125,0.032318115234375,0.12060546875,0.265380859375,0.1708984375,0.076171875,0.1307373046875,0.07000732421875
7,0.419921875,0.446044921875,0.356689453125,0.269775390625,0.1322021484375,0.1552734375,0.219482421875,0.1549072265625,0.1485595703125,0.37060546875,0.2322998046875,0.1708984375,0.11669921875,0.2220458984375,0.311279296875,0.1458740234375,0.269775390625,0.213623046875,0.341796875,0.2093505859375,0.372802734375,0.123779296875,0.192626953125,0.1419677734375,0.11663818359375,0.1053466796875,0.1015625,0.2415771484375
8,0.345703125,0.0625,0.1529541015625,0.171630859375,0.1697998046875,0.275634765625,0.317138671875,0.2274169921875,0.37451171875,0.268310546875,0.226318359375,0.234619140625,0.304443359375,0.29052734375,0.0287933349609375,0.055572509765625,0.01690673828125,0.2183837890625,0.1572265625,0.024017333984375,0.12432861328125,0.298095703125,0.310302734375,0.0184173583984375,0.276123046875,0.423583984375,0.276123046875,0.2431640625
9,0.475830078125,0.433349609375,0.3544921875,0.336669921875,0.324951171875,0.52783203125,0.0869140625,0.488525390625,0.2093505859375,0.2822265625,0.2734375,0.2486572265625,0.36083984375,0.373046875,0.29736328125,0.314208984375,0.70751953125,0.30517578125,0.2666015625,0.3583984375,0.4296875,0.2279052734375,0.308349609375,0.314208984375,0.2490234375,0.23193359375,0.0999755859375,0.4951171875
10,0.4482421875,0.3544921875,0.2371826171875,0.1668701171875,0.046600341796875,0.38671875,0.1507568359375,0.33740234375,0.251220703125,0.1180419921875,0.298095703125,0.417236328125,0.042633056640625,0.336669921875,0.30712890625,0.141845703125,0.051513671875,0.2052001953125,0.219482421875,0.2266845703125,0.163818359375,0.2354736328125,0.2169189453125,0.10906982421875,0.2998046875,0.1259765625,0.24609375,0.0638427734375
11,0.192626953125,0.10333251953125,0.2191162109375,0.11065673828125,0.224609375,0.2100830078125,0.16748046875,0.184814453125,0.195068359375,0.374267578125,0.23291015625,0.12841796875,0.11431884765625,0.66845703125,0.349365234375,0.1990966796875,0.2034912109375,0.25244140625,0.200927734375,0.1285400390625,0.236083984375,0.45361328125,0.43115234375,0.279052734375,0.402587890625,0.2724609375,0.232177734375,0.195556640625
