Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27,Head_28,Head_29,Head_30,Head_31
0,0.0013456344604492188,0.005619049072265625,0.00252532958984375,0.00366973876953125,0.00290679931640625,0.005298614501953125,0.0029315948486328125,0.0044097900390625,0.0184478759765625,0.01148223876953125,0.006435394287109375,0.0248870849609375,0.005603790283203125,0.009979248046875,0.01367950439453125,0.005084991455078125,0.0362548828125,0.00861358642578125,0.0030384063720703125,0.01103973388671875,0.00460052490234375,0.0043487548828125,0.0180816650390625,0.0141143798828125,0.0029850006103515625,0.005153656005859375,0.003284454345703125,0.0055999755859375,0.00547027587890625,0.00865936279296875,0.0011768341064453125,3.457069396972656e-05
1,0.008087158203125,0.00240325927734375,0.01222991943359375,0.02374267578125,0.0010042190551757812,0.0028057098388671875,0.00945281982421875,0.004550933837890625,0.01538848876953125,0.0109405517578125,0.0116729736328125,0.0209503173828125,0.01215362548828125,0.0028018951416015625,0.005863189697265625,0.01513671875,0.005321502685546875,0.0043792724609375,0.002918243408203125,0.006412506103515625,0.0107269287109375,0.0062103271484375,0.006961822509765625,0.01428985595703125,0.0006909370422363281,0.0011005401611328125,0.000640869140625,0.0007190704345703125,0.013427734375,0.00975799560546875,0.0107421875,0.0089569091796875
2,0.01739501953125,0.02081298828125,0.0076141357421875,0.01035308837890625,0.0239105224609375,0.0294036865234375,0.03533935546875,0.01091766357421875,0.0056915283203125,0.007904052734375,0.00830078125,0.0029468536376953125,0.01009368896484375,0.006946563720703125,0.01439666748046875,0.0225677490234375,0.01401519775390625,0.01280975341796875,0.0071563720703125,0.017333984375,0.0035152435302734375,0.0031261444091796875,0.0220184326171875,0.060577392578125,0.01349639892578125,0.09222412109375,0.005870819091796875,0.003932952880859375,0.0092315673828125,0.00952911376953125,0.0026569366455078125,0.0030193328857421875
3,0.06805419921875,0.038238525390625,0.0262298583984375,0.040863037109375,0.0021076202392578125,0.00445556640625,0.005279541015625,0.0071868896484375,0.027740478515625,0.06744384765625,0.021087646484375,0.0226287841796875,0.01374053955078125,0.00447845458984375,0.010467529296875,0.01013946533203125,0.01369476318359375,0.007381439208984375,0.0089263916015625,0.022857666015625,0.0163726806640625,0.036865234375,0.049835205078125,0.0275726318359375,0.00823974609375,0.006343841552734375,0.042694091796875,0.03515625,0.055938720703125,0.061920166015625,0.0703125,0.0217742919921875
4,0.0318603515625,0.0176239013671875,0.058074951171875,0.171142578125,0.042022705078125,0.061065673828125,0.10101318359375,0.035430908203125,0.0270538330078125,0.0265045166015625,0.040313720703125,0.03912353515625,0.034698486328125,0.04559326171875,0.00891876220703125,0.10247802734375,0.055877685546875,0.0113372802734375,0.043670654296875,0.05712890625,0.1123046875,0.04400634765625,0.132080078125,0.024810791015625,0.040740966796875,0.08721923828125,0.06085205078125,0.01763916015625,0.01922607421875,0.00754547119140625,0.032135009765625,0.08746337890625
5,0.06640625,0.099609375,0.036834716796875,0.0266571044921875,0.07440185546875,0.084228515625,0.08306884765625,0.07275390625,0.01255035400390625,0.011566162109375,0.0221405029296875,0.02435302734375,0.049896240234375,0.0241851806640625,0.03253173828125,0.0853271484375,0.02880859375,0.1011962890625,0.0704345703125,0.05694580078125,0.0220947265625,0.005596160888671875,0.06683349609375,0.005733489990234375,0.099609375,0.06439208984375,0.034393310546875,0.11822509765625,0.07440185546875,0.017578125,0.054779052734375,0.08258056640625
6,0.08721923828125,0.039825439453125,0.008148193359375,0.06439208984375,0.2015380859375,0.0855712890625,0.1044921875,0.10638427734375,0.0097198486328125,0.059295654296875,0.00824737548828125,0.0484619140625,0.054229736328125,0.107177734375,0.1376953125,0.119384765625,0.0384521484375,0.04193115234375,0.09552001953125,0.0673828125,0.12445068359375,0.12420654296875,0.159423828125,0.09979248046875,0.036041259765625,0.015350341796875,0.0258941650390625,0.02825927734375,0.008575439453125,0.07244873046875,0.0232086181640625,0.017974853515625
7,0.041839599609375,0.05255126953125,0.0179595947265625,0.042724609375,0.109619140625,0.08135986328125,0.1064453125,0.103271484375,0.10015869140625,0.12890625,0.22265625,0.1612548828125,0.056854248046875,0.097412109375,0.0693359375,0.1627197265625,0.09918212890625,0.1427001953125,0.1351318359375,0.08050537109375,0.1478271484375,0.09368896484375,0.023773193359375,0.2020263671875,0.125244140625,0.00832366943359375,0.0679931640625,0.0325927734375,0.173583984375,0.123779296875,0.13037109375,0.1107177734375
8,0.0767822265625,0.0255889892578125,0.1649169921875,0.03851318359375,0.0552978515625,0.1162109375,0.10626220703125,0.1240234375,0.1181640625,0.060272216796875,0.09747314453125,0.0516357421875,0.10546875,0.1162109375,0.0833740234375,0.1602783203125,0.092041015625,0.081787109375,0.0853271484375,0.0924072265625,0.11151123046875,0.112548828125,0.072509765625,0.12310791015625,0.1484375,0.212158203125,0.18310546875,0.084228515625,0.1309814453125,0.114013671875,0.17333984375,0.1531982421875
9,0.117431640625,0.1890869140625,0.23974609375,0.2109375,0.080810546875,0.149658203125,0.059478759765625,0.0535888671875,0.09759521484375,0.0927734375,0.12420654296875,0.06463623046875,0.13818359375,0.2022705078125,0.1502685546875,0.154541015625,0.1383056640625,0.10784912109375,0.1029052734375,0.11248779296875,0.13427734375,0.174560546875,0.1571044921875,0.11334228515625,0.18603515625,0.013214111328125,0.0361328125,0.061553955078125,0.1435546875,0.30517578125,0.0838623046875,0.171630859375
