Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.0024089813232421875,0.01560211181640625,0.0007839202880859375,0.014373779296875,0.004180908203125,0.05096435546875,0.00124359130859375,0.00299072265625,0.01337432861328125,0.0037746429443359375,0.0032634735107421875,0.011962890625,0.032196044921875,0.0059814453125
1,0.04534912109375,0.07281494140625,0.037139892578125,0.05548095703125,0.0413818359375,0.03753662109375,0.04193115234375,0.0265655517578125,0.0269927978515625,0.027923583984375,0.0274658203125,0.02587890625,0.04656982421875,0.04400634765625
2,0.0733642578125,0.07550048828125,0.055755615234375,0.049163818359375,0.06103515625,0.056060791015625,0.04266357421875,0.08599853515625,0.0430908203125,0.0765380859375,0.059234619140625,0.07330322265625,0.0799560546875,0.06610107421875
3,0.044189453125,0.0604248046875,0.0648193359375,0.06390380859375,0.035858154296875,0.0474853515625,0.005901336669921875,0.016571044921875,0.051605224609375,0.05804443359375,0.060760498046875,0.027740478515625,0.019927978515625,0.04290771484375
4,0.04498291015625,0.0419921875,0.0794677734375,0.06591796875,0.060577392578125,0.057159423828125,0.065185546875,0.0533447265625,0.09722900390625,0.0643310546875,0.0736083984375,0.154296875,0.08758544921875,0.05987548828125
5,0.306884765625,0.1231689453125,0.132080078125,0.0262908935546875,0.03973388671875,0.07489013671875,0.0019550323486328125,0.10797119140625,0.15576171875,0.07989501953125,0.087158203125,0.022064208984375,0.09246826171875,0.1407470703125
6,0.1318359375,0.1265869140625,0.1552734375,0.2257080078125,0.1412353515625,0.08453369140625,0.152099609375,0.06744384765625,0.0838623046875,0.0831298828125,0.0748291015625,0.123779296875,0.0670166015625,0.1231689453125
7,0.134521484375,0.1451416015625,0.1802978515625,0.089111328125,0.1981201171875,0.31005859375,0.16650390625,0.10833740234375,0.06451416015625,0.06060791015625,0.1314697265625,0.12078857421875,0.0648193359375,0.08441162109375
8,0.09210205078125,0.19580078125,0.088623046875,0.0662841796875,0.10723876953125,0.11370849609375,0.1734619140625,0.12744140625,0.1048583984375,0.11517333984375,0.09625244140625,0.20068359375,0.1131591796875,0.07598876953125
9,0.19287109375,0.195556640625,0.283935546875,0.1929931640625,0.284912109375,0.1966552734375,0.335205078125,0.0007152557373046875,0.0088043212890625,0.07098388671875,0.0006604194641113281,0.1075439453125,0.037384033203125,0.000682830810546875
10,0.293212890625,0.286865234375,0.169677734375,0.1495361328125,0.22900390625,0.18408203125,0.23583984375,0.2479248046875,0.1602783203125,0.138916015625,0.07965087890625,0.1170654296875,0.196533203125,0.1156005859375
11,0.474609375,0.179443359375,0.358642578125,0.422119140625,0.42138671875,0.25927734375,0.1671142578125,0.0305328369140625,0.0003287792205810547,0.03314208984375,0.07763671875,0.010009765625,0.062255859375,0.144287109375
12,0.393798828125,0.29345703125,0.1485595703125,0.2288818359375,0.2413330078125,0.265625,0.2099609375,0.11669921875,0.0718994140625,0.11785888671875,0.0118560791015625,0.166015625,0.184326171875,0.07037353515625
13,0.1458740234375,0.11102294921875,0.246337890625,0.322021484375,0.29248046875,0.360107421875,0.34716796875,0.144775390625,0.0640869140625,0.08953857421875,0.1632080078125,0.158447265625,0.184326171875,0.028289794921875
14,0.35009765625,0.36572265625,0.32666015625,0.1861572265625,0.267822265625,0.29638671875,0.1878662109375,0.302978515625,0.202392578125,0.71044921875,0.224853515625,0.327880859375,0.271240234375,0.285400390625
15,0.1295166015625,0.1947021484375,0.206298828125,0.16748046875,0.185546875,0.309326171875,0.275390625,0.1873779296875,0.291015625,0.2607421875,0.260009765625,0.30029296875,0.2890625,0.36376953125
16,0.4453125,0.496337890625,0.2044677734375,0.073974609375,0.055389404296875,0.1295166015625,0.040191650390625,0.187255859375,0.2132568359375,0.1412353515625,0.0631103515625,0.53662109375,0.2181396484375,0.020263671875
17,0.44482421875,0.2303466796875,0.39453125,0.5556640625,0.33544921875,0.485595703125,0.1663818359375,0.175048828125,0.2496337890625,0.2431640625,0.43017578125,0.3896484375,0.138916015625,0.15234375
18,0.0826416015625,0.501953125,0.0714111328125,0.27392578125,0.8564453125,0.10028076171875,0.08343505859375,0.1746826171875,0.29052734375,0.279052734375,0.10479736328125,0.3759765625,0.10870361328125,0.32080078125
19,0.329345703125,0.1258544921875,0.23291015625,0.045654296875,0.018951416015625,0.11102294921875,0.10467529296875,0.2452392578125,0.394775390625,0.1822509765625,0.278564453125,0.499267578125,0.42138671875,0.2490234375
20,0.0723876953125,0.6572265625,0.366455078125,0.146728515625,0.155517578125,0.043853759765625,0.1756591796875,0.67919921875,0.55615234375,0.1297607421875,0.5087890625,0.6123046875,1.0517578125,0.296875
21,0.1495361328125,0.390380859375,0.67333984375,0.72998046875,0.29248046875,0.56884765625,0.49853515625,0.1337890625,0.90673828125,0.54443359375,0.115966796875,0.327880859375,0.495849609375,0.441162109375
22,0.740234375,0.35107421875,0.509765625,0.5576171875,0.28857421875,0.779296875,0.51171875,0.80224609375,0.2197265625,0.148681640625,0.90673828125,0.6953125,0.451904296875,0.6845703125
23,0.81689453125,0.755859375,0.6572265625,0.418701171875,0.62890625,0.4833984375,0.50341796875,0.572265625,1.08984375,0.41357421875,0.408447265625,0.45703125,0.40185546875,0.4296875

Top 10 Most Divergent Heads
Rank,Layer,Head,Divergence
1,23,8,1.08984375
2,20,12,1.0517578125
3,21,8,0.90673828125
4,22,10,0.90673828125
5,18,4,0.8564453125
6,23,0,0.81689453125
7,22,7,0.80224609375
8,22,5,0.779296875
9,23,1,0.755859375
10,22,0,0.740234375
