Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.0023632049560546875,0.0203704833984375,0.0010929107666015625,0.0151824951171875,0.00399017333984375,0.052764892578125,0.0014467239379882812,0.0033893585205078125,0.0162353515625,0.004299163818359375,0.003047943115234375,0.0135955810546875,0.0289764404296875,0.00598907470703125
1,0.05279541015625,0.087890625,0.04205322265625,0.07159423828125,0.0445556640625,0.04205322265625,0.04754638671875,0.0290069580078125,0.03216552734375,0.033294677734375,0.02862548828125,0.031890869140625,0.04791259765625,0.050445556640625
2,0.08074951171875,0.07354736328125,0.0670166015625,0.0572509765625,0.0693359375,0.059783935546875,0.05267333984375,0.10272216796875,0.051239013671875,0.09649658203125,0.06689453125,0.08856201171875,0.115234375,0.07305908203125
3,0.05377197265625,0.07391357421875,0.08074951171875,0.081298828125,0.04498291015625,0.0550537109375,0.005710601806640625,0.019866943359375,0.053497314453125,0.07012939453125,0.06890869140625,0.0309906005859375,0.02203369140625,0.045013427734375
4,0.04669189453125,0.046844482421875,0.08087158203125,0.07525634765625,0.06890869140625,0.06488037109375,0.0740966796875,0.062286376953125,0.11602783203125,0.085205078125,0.08642578125,0.1759033203125,0.12274169921875,0.0694580078125
5,0.362548828125,0.195068359375,0.1533203125,0.0309906005859375,0.042144775390625,0.0943603515625,0.0029163360595703125,0.126708984375,0.1767578125,0.0916748046875,0.1007080078125,0.0225830078125,0.1031494140625,0.1630859375
6,0.1671142578125,0.161865234375,0.2132568359375,0.255859375,0.170166015625,0.107421875,0.1739501953125,0.078857421875,0.09844970703125,0.0997314453125,0.08489990234375,0.1563720703125,0.08184814453125,0.143310546875
7,0.2000732421875,0.157470703125,0.160400390625,0.1009521484375,0.2357177734375,0.275634765625,0.1949462890625,0.1812744140625,0.07183837890625,0.06793212890625,0.1517333984375,0.143310546875,0.07928466796875,0.08416748046875
8,0.109619140625,0.2374267578125,0.101318359375,0.07421875,0.128662109375,0.1337890625,0.1959228515625,0.1387939453125,0.095703125,0.1336669921875,0.09814453125,0.228515625,0.1304931640625,0.08929443359375
9,0.20947265625,0.2320556640625,0.335693359375,0.231689453125,0.295654296875,0.2130126953125,0.427490234375,0.0006632804870605469,0.01204681396484375,0.091552734375,0.0005970001220703125,0.09625244140625,0.039886474609375,0.0006031990051269531
10,0.343994140625,0.3173828125,0.1905517578125,0.1820068359375,0.2425537109375,0.2254638671875,0.27490234375,0.276611328125,0.1441650390625,0.1689453125,0.09149169921875,0.134521484375,0.22412109375,0.1317138671875
11,0.53662109375,0.2010498046875,0.408935546875,0.490966796875,0.4267578125,0.3046875,0.1861572265625,0.03070068359375,0.0003185272216796875,0.0360107421875,0.08258056640625,0.0100250244140625,0.0582275390625,0.1561279296875
12,0.4462890625,0.3095703125,0.168212890625,0.251953125,0.283203125,0.3046875,0.24560546875,0.12213134765625,0.083740234375,0.1480712890625,0.00982666015625,0.1732177734375,0.2076416015625,0.06903076171875
13,0.1671142578125,0.126708984375,0.29443359375,0.348876953125,0.32568359375,0.425048828125,0.390380859375,0.1605224609375,0.07275390625,0.091064453125,0.1746826171875,0.1776123046875,0.2041015625,0.032501220703125
14,0.41064453125,0.40966796875,0.3525390625,0.240478515625,0.28857421875,0.3359375,0.20703125,0.33837890625,0.255615234375,0.873046875,0.2783203125,0.338134765625,0.30224609375,0.322021484375
15,0.14501953125,0.219970703125,0.255615234375,0.185302734375,0.219970703125,0.35107421875,0.3095703125,0.2161865234375,0.35205078125,0.302490234375,0.301025390625,0.35693359375,0.337646484375,0.43115234375
16,0.490478515625,0.59033203125,0.2196044921875,0.07904052734375,0.059173583984375,0.13720703125,0.049896240234375,0.2012939453125,0.23974609375,0.1578369140625,0.07318115234375,0.60302734375,0.2578125,0.02276611328125
17,0.505859375,0.256103515625,0.47509765625,0.63623046875,0.40478515625,0.55810546875,0.18212890625,0.2213134765625,0.296142578125,0.298828125,0.48193359375,0.453857421875,0.154296875,0.2296142578125
18,0.0897216796875,0.53515625,0.0863037109375,0.296875,1.044921875,0.1129150390625,0.102294921875,0.1905517578125,0.320556640625,0.323486328125,0.11614990234375,0.406005859375,0.11474609375,0.39208984375
19,0.362548828125,0.1461181640625,0.299560546875,0.051971435546875,0.02618408203125,0.1234130859375,0.116943359375,0.296630859375,0.444580078125,0.200927734375,0.27685546875,0.5595703125,0.48388671875,0.27490234375
20,0.081787109375,0.81591796875,0.41455078125,0.1895751953125,0.163818359375,0.049072265625,0.1900634765625,0.8173828125,0.68896484375,0.1351318359375,0.54248046875,0.689453125,1.2529296875,0.32861328125
21,0.1719970703125,0.39892578125,0.828125,0.9267578125,0.333251953125,0.6005859375,0.485107421875,0.165283203125,1.0537109375,0.548828125,0.129150390625,0.36962890625,0.5546875,0.58056640625
22,0.7138671875,0.388671875,0.5537109375,0.60302734375,0.326171875,0.880859375,0.52392578125,0.95947265625,0.279541015625,0.1715087890625,1.3125,0.703125,0.464599609375,0.68359375
23,0.89697265625,0.83203125,0.70849609375,0.467041015625,0.69091796875,0.5908203125,0.56201171875,0.60595703125,1.208984375,0.42236328125,0.44580078125,0.432861328125,0.49658203125,0.5087890625

Top 10 Most Divergent Heads
Rank,Layer,Head,Divergence
1,22,10,1.3125
2,20,12,1.2529296875
3,23,8,1.208984375
4,21,8,1.0537109375
5,18,4,1.044921875
6,22,7,0.95947265625
7,21,3,0.9267578125
8,23,0,0.89697265625
9,22,5,0.880859375
10,14,9,0.873046875
