Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27,Head_28,Head_29,Head_30,Head_31
0,0.00096893310546875,0.003326416015625,0.0018949508666992188,0.00547027587890625,0.0029163360595703125,0.00696563720703125,0.003086090087890625,0.0036716461181640625,0.01617431640625,0.00933074951171875,0.00603485107421875,0.0202484130859375,0.00411224365234375,0.00785064697265625,0.0126190185546875,0.004413604736328125,0.016571044921875,0.0055694580078125,0.002346038818359375,0.007030487060546875,0.005527496337890625,0.005802154541015625,0.018280029296875,0.01070404052734375,0.0020542144775390625,0.0028209686279296875,0.0022258758544921875,0.004123687744140625,0.00450897216796875,0.00305938720703125,0.0020389556884765625,3.510713577270508e-05
1,0.00495147705078125,0.001964569091796875,0.016876220703125,0.01507568359375,0.0010509490966796875,0.002231597900390625,0.006336212158203125,0.0030040740966796875,0.0106048583984375,0.008697509765625,0.00821685791015625,0.0130157470703125,0.0110321044921875,0.002410888671875,0.00476837158203125,0.010589599609375,0.00360107421875,0.0028438568115234375,0.0025348663330078125,0.004619598388671875,0.00884246826171875,0.0052947998046875,0.005168914794921875,0.00859832763671875,0.0006494522094726562,0.0008492469787597656,0.0004935264587402344,0.0005545616149902344,0.01148223876953125,0.0083160400390625,0.005962371826171875,0.00664520263671875
2,0.01050567626953125,0.0229339599609375,0.00597381591796875,0.00984954833984375,0.0162811279296875,0.0255126953125,0.034149169921875,0.0081329345703125,0.00513458251953125,0.005138397216796875,0.00628662109375,0.0019102096557617188,0.004802703857421875,0.00592041015625,0.0149993896484375,0.019683837890625,0.01082611083984375,0.00896453857421875,0.005519866943359375,0.01385498046875,0.007781982421875,0.005924224853515625,0.0123443603515625,0.04718017578125,0.0122528076171875,0.057952880859375,0.005100250244140625,0.002605438232421875,0.00896453857421875,0.0091094970703125,0.00249481201171875,0.002437591552734375
3,0.0743408203125,0.033355712890625,0.0265655517578125,0.03302001953125,0.002231597900390625,0.0035648345947265625,0.004467010498046875,0.004405975341796875,0.020538330078125,0.04791259765625,0.0157623291015625,0.016387939453125,0.01210784912109375,0.0032196044921875,0.00930023193359375,0.00949859619140625,0.00942230224609375,0.005458831787109375,0.007354736328125,0.0222320556640625,0.01837158203125,0.0284881591796875,0.04486083984375,0.02484130859375,0.006168365478515625,0.00653839111328125,0.03887939453125,0.024383544921875,0.042388916015625,0.046478271484375,0.050445556640625,0.01560211181640625
4,0.0261688232421875,0.0195159912109375,0.04412841796875,0.1185302734375,0.037628173828125,0.053314208984375,0.0758056640625,0.029083251953125,0.02325439453125,0.0190277099609375,0.029754638671875,0.03143310546875,0.032867431640625,0.032562255859375,0.007293701171875,0.07330322265625,0.038238525390625,0.00774383544921875,0.028717041015625,0.036773681640625,0.08563232421875,0.0297393798828125,0.08953857421875,0.026153564453125,0.0265655517578125,0.05615234375,0.0440673828125,0.0104827880859375,0.0194549560546875,0.005695343017578125,0.04534912109375,0.07318115234375
5,0.047882080078125,0.0926513671875,0.023406982421875,0.022247314453125,0.05438232421875,0.0880126953125,0.07183837890625,0.07025146484375,0.028533935546875,0.01364898681640625,0.019500732421875,0.0286865234375,0.058929443359375,0.017364501953125,0.0239715576171875,0.0640869140625,0.04351806640625,0.069091796875,0.059967041015625,0.043609619140625,0.02178955078125,0.005939483642578125,0.048553466796875,0.00446319580078125,0.07794189453125,0.0457763671875,0.029266357421875,0.095703125,0.05126953125,0.01326751708984375,0.051025390625,0.056304931640625
6,0.05938720703125,0.026702880859375,0.007610321044921875,0.052398681640625,0.143798828125,0.07769775390625,0.1197509765625,0.07598876953125,0.00830841064453125,0.039459228515625,0.00693511962890625,0.031646728515625,0.041015625,0.0682373046875,0.09765625,0.0780029296875,0.0312042236328125,0.03961181640625,0.0906982421875,0.06549072265625,0.125,0.12286376953125,0.111328125,0.10223388671875,0.0379638671875,0.0283966064453125,0.023712158203125,0.03253173828125,0.00504302978515625,0.0419921875,0.016571044921875,0.0123443603515625
7,0.030853271484375,0.049530029296875,0.0201263427734375,0.030303955078125,0.0753173828125,0.08135986328125,0.10076904296875,0.10821533203125,0.09478759765625,0.09808349609375,0.171142578125,0.11004638671875,0.04803466796875,0.10968017578125,0.0650634765625,0.12109375,0.0745849609375,0.0926513671875,0.08856201171875,0.050201416015625,0.1041259765625,0.0755615234375,0.019989013671875,0.1536865234375,0.107421875,0.0096893310546875,0.05975341796875,0.02496337890625,0.11785888671875,0.1181640625,0.11505126953125,0.08831787109375
8,0.07635498046875,0.019378662109375,0.1201171875,0.02685546875,0.06396484375,0.1259765625,0.09918212890625,0.125,0.10333251953125,0.05340576171875,0.10089111328125,0.04913330078125,0.08062744140625,0.0966796875,0.05865478515625,0.125732421875,0.0677490234375,0.06671142578125,0.07989501953125,0.11895751953125,0.10565185546875,0.11114501953125,0.0657958984375,0.11212158203125,0.13916015625,0.1549072265625,0.1600341796875,0.0626220703125,0.10400390625,0.09967041015625,0.1304931640625,0.1356201171875
9,0.098388671875,0.1397705078125,0.1705322265625,0.170166015625,0.1016845703125,0.1239013671875,0.04815673828125,0.052337646484375,0.07855224609375,0.09100341796875,0.10418701171875,0.05743408203125,0.12091064453125,0.1695556640625,0.1163330078125,0.145751953125,0.1514892578125,0.08758544921875,0.0865478515625,0.10919189453125,0.15087890625,0.136962890625,0.1409912109375,0.133544921875,0.1474609375,0.012481689453125,0.027923583984375,0.05010986328125,0.1185302734375,0.228515625,0.0635986328125,0.1614990234375
