Layer,certain,manipulated_1,manipulated_2,manipulated_3,manipulated_4,manipulated_5
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.22848360655737704,0.22877854567307693,0.2294146369485294,0.23042674731182797,0.23162742820945945,0.23152292011589404
2,0.1714267418032787,0.17285946988866396,0.1737161075367647,0.17356035786290322,0.17282780827702704,0.17257993584437087
3,0.2136964224726776,0.21373671558704455,0.2140481387867647,0.21453135500672044,0.21431587837837837,0.21302643832781457
4,0.3000448258196721,0.2996406091852227,0.2992963005514706,0.29793031754032256,0.2962283572635135,0.29535518418874174
5,0.19294313524590165,0.19329216219635628,0.19239430147058822,0.19136949764784947,0.19048511402027027,0.19050729511589404
6,0.16908139088114754,0.16915485829959515,0.1699505974264706,0.17049678679435484,0.17058699324324325,0.17040045529801323
7,0.19401041666666666,0.19332774544534412,0.19327033547794117,0.19358251428091397,0.19372888513513514,0.19372477752483444
8,0.15398469518442623,0.15416442623987855,0.1540872012867647,0.1536432081653226,0.15315139358108107,0.15297754552980133
9,0.18154190146857924,0.1814725929908907,0.18058363970588234,0.1792044690860215,0.17870038006756755,0.17850075020695363
10,0.15326694842896174,0.15313448886639677,0.15320255055147058,0.15232799899193547,0.15134871199324323,0.1508109995860927
11,0.13193199282786885,0.13200199266194332,0.1323299632352941,0.1317571824596774,0.1306957347972973,0.1300897661423841
12,0.12823653090846995,0.12765292889676114,0.12709099264705884,0.1265304729502688,0.12598184121621622,0.12535570157284767
13,0.15390464907786885,0.153322289347166,0.15143324908088235,0.15018061155913978,0.1495090793918919,0.14898398696192053
14,0.15668758538251365,0.15452421242408906,0.15141888786764707,0.15056651125672044,0.14982844172297297,0.14917153870033112
15,0.13460019637978143,0.1325436487854251,0.1322409237132353,0.13149466565860216,0.1308250633445946,0.12981813948675497
16,0.0987608862704918,0.09773334703947369,0.09653033088235294,0.09617303007392473,0.09555004222972972,0.09527304946192053
17,0.10303801656420765,0.10297594572368421,0.10245002297794117,0.1022502940188172,0.10226192989864864,0.10255846440397351
18,0.07674820696721311,0.07648619369939272,0.07591624540441176,0.07540795110887097,0.07528241131756756,0.07528585471854304
19,0.054380656591530054,0.054715175860323886,0.05406996783088235,0.053655808971774195,0.05369246199324324,0.05400196605960265
20,0.05874850580601093,0.05918482730263158,0.059317555147058824,0.059236916162634407,0.0593090160472973,0.05942156456953642
21,0.053697596482240435,0.054266431553643725,0.05384018841911765,0.053865822412634407,0.05409364442567568,0.05425742446192053
22,0.04934308828551912,0.04949629934210526,0.049471507352941174,0.04944766465053763,0.049590899493243246,0.050069846854304635
23,0.03716273907103825,0.037356480895748986,0.037953814338235296,0.038209320396505375,0.03868771114864865,0.03881027524834437
24,0.028960681352459015,0.029231639043522266,0.029331341911764706,0.029378255208333332,0.02956345016891892,0.02955233340231788
25,0.030852437670765027,0.03111557439271255,0.031195427389705883,0.03118174563172043,0.031154983108108106,0.031198261589403975
26,0.028837943989071038,0.028719635627530365,0.028262867647058824,0.028244182627688172,0.02819626266891892,0.028116592508278145
27,0.026473915642076504,0.026438353997975707,0.026349954044117645,0.02640656502016129,0.02646484375,0.026383355753311258
28,0.04253650102459016,0.042852116017206475,0.04375,0.04360404065860215,0.043702491554054056,0.04373189155629139
29,0.04335563951502732,0.04367843813259109,0.04386488970588235,0.04405556955645161,0.04428051097972973,0.044310715024834434
30,0.07268720116120218,0.0727044850708502,0.0722799862132353,0.07278540826612903,0.07335567989864865,0.07365286113410596
31,0.4530769723360656,0.45106710210020245,0.4555405560661765,0.4558551747311828,0.4543311866554054,0.4533093180877483
max_delta_to_certain,0.0,0.0021633729584245864,0.005268697514866583,0.006121074125793213,0.006859143659540684,0.007516046682182531
