Rank,Layer,Head,certain,manipulated_1,manipulated_2,manipulated_3,increase_certain_to_manipulated_1,increase_manipulated_1_to_manipulated_2,increase_manipulated_2_to_manipulated_3,total_increase_certain_to_manipulated_3,trend_slope_per_step,monotonic_increase
432,8,Head_16,0.0,0.0479,0.0693,0.092,0.0479,0.021400000000000002,0.022699999999999998,0.092,0.030666666666666665,True
433,30,Head_4,0.0,0.0429,0.0715,0.092,0.0429,0.028599999999999993,0.020500000000000004,0.092,0.030666666666666665,True
434,10,Head_15,0.0,0.042,0.067,0.0916,0.042,0.025,0.024599999999999997,0.0916,0.030533333333333332,True
435,29,Head_31,0.0,0.0559,0.0686,0.0912,0.0559,0.012699999999999996,0.02260000000000001,0.0912,0.0304,True
436,16,Head_12,0.0,0.0416,0.0626,0.0906,0.0416,0.021000000000000005,0.027999999999999997,0.0906,0.0302,True
437,20,Head_12,0.0,0.0378,0.0619,0.0906,0.0378,0.024099999999999996,0.028700000000000003,0.0906,0.0302,True
438,25,Head_7,0.0,0.0447,0.0659,0.0901,0.0447,0.021200000000000004,0.0242,0.0901,0.030033333333333332,True
439,29,Head_20,0.0,0.0477,0.0696,0.0901,0.0477,0.021899999999999996,0.020500000000000004,0.0901,0.030033333333333332,True
440,17,Head_12,0.0,0.0416,0.0612,0.0895,0.0416,0.0196,0.0283,0.0895,0.029833333333333333,True
441,11,Head_18,0.0,0.049,0.0698,0.0894,0.049,0.0208,0.019599999999999992,0.0894,0.029799999999999997,True
442,24,Head_16,0.0,0.0389,0.0626,0.0892,0.0389,0.023700000000000006,0.0266,0.0892,0.029733333333333334,True
443,27,Head_10,0.0,0.0503,0.0686,0.0888,0.0503,0.018299999999999997,0.02020000000000001,0.0888,0.0296,True
444,31,Head_21,0.0,0.0485,0.068,0.0886,0.0485,0.019500000000000003,0.020599999999999993,0.0886,0.02953333333333333,True
445,29,Head_5,0.0,0.0497,0.0701,0.0884,0.0497,0.020399999999999995,0.01830000000000001,0.0884,0.02946666666666667,True
446,17,Head_0,0.0,0.0421,0.0636,0.0881,0.0421,0.021500000000000005,0.024499999999999994,0.0881,0.029366666666666666,True
447,27,Head_5,0.0,0.0454,0.0672,0.088,0.0454,0.021799999999999993,0.0208,0.088,0.029333333333333333,True
448,28,Head_3,0.0,0.0424,0.0625,0.0876,0.0424,0.0201,0.025099999999999997,0.0876,0.0292,True
449,4,Head_31,0.0,0.0387,0.0633,0.0875,0.0387,0.024599999999999997,0.0242,0.0875,0.029166666666666664,True
450,11,Head_16,0.0,0.0462,0.0677,0.0875,0.0462,0.0215,0.019799999999999998,0.0875,0.029166666666666664,True
451,19,Head_21,0.0,0.0602,0.0728,0.0875,0.0602,0.012600000000000007,0.01469999999999999,0.0875,0.029166666666666664,True
452,22,Head_0,0.0,0.0443,0.0657,0.0875,0.0443,0.021399999999999995,0.0218,0.0875,0.029166666666666664,True
453,14,Head_19,0.0,0.0444,0.0662,0.0873,0.0444,0.021799999999999993,0.021100000000000008,0.0873,0.0291,True
454,30,Head_31,0.0,0.0436,0.0632,0.0873,0.0436,0.019600000000000006,0.024099999999999996,0.0873,0.0291,True
455,4,Head_25,0.0,0.0357,0.0602,0.0872,0.0357,0.024499999999999994,0.027000000000000003,0.0872,0.029066666666666668,True
456,6,Head_0,0.0,0.046,0.0679,0.0872,0.046,0.021900000000000003,0.019299999999999998,0.0872,0.029066666666666668,True
457,25,Head_15,0.0,0.0469,0.064,0.087,0.0469,0.017100000000000004,0.022999999999999993,0.087,0.028999999999999998,True
458,21,Head_4,0.0,0.0417,0.0623,0.0858,0.0417,0.0206,0.0235,0.0858,0.0286,True
459,6,Head_5,0.0,0.0481,0.0674,0.0856,0.0481,0.019300000000000005,0.018199999999999994,0.0856,0.02853333333333333,True
460,20,Head_28,0.0,0.035,0.0571,0.0856,0.035,0.022099999999999995,0.028499999999999998,0.0856,0.02853333333333333,True
461,17,Head_22,0.0,0.0401,0.0593,0.0855,0.0401,0.019200000000000002,0.026200000000000008,0.0855,0.0285,True
462,19,Head_30,0.0,0.043,0.0609,0.0855,0.043,0.017900000000000006,0.024600000000000004,0.0855,0.0285,True
463,5,Head_15,0.0,0.0271,0.0521,0.0853,0.0271,0.025,0.0332,0.0853,0.028433333333333335,True
464,8,Head_18,0.0,0.0602,0.0754,0.0853,0.0602,0.015199999999999998,0.009900000000000006,0.0853,0.028433333333333335,True
465,27,Head_22,0.0,0.0466,0.0682,0.0845,0.0466,0.021599999999999994,0.01630000000000001,0.0845,0.02816666666666667,True
466,31,Head_6,0.0,0.0429,0.0619,0.0845,0.0429,0.018999999999999996,0.02260000000000001,0.0845,0.02816666666666667,True
467,5,Head_5,0.0,0.0524,0.0649,0.0842,0.0524,0.012499999999999997,0.019299999999999998,0.0842,0.028066666666666667,True
468,8,Head_27,0.0,0.0424,0.0612,0.0842,0.0424,0.018799999999999997,0.023,0.0842,0.028066666666666667,True
469,10,Head_4,0.0,0.0359,0.0586,0.0842,0.0359,0.022699999999999998,0.025599999999999998,0.0842,0.028066666666666667,True
470,18,Head_27,0.0,0.0373,0.0565,0.0842,0.0373,0.019200000000000002,0.027699999999999995,0.0842,0.028066666666666667,True
471,9,Head_30,0.0,0.043,0.0623,0.0839,0.043,0.019300000000000005,0.0216,0.0839,0.027966666666666667,True
472,22,Head_7,0.0,0.0423,0.0611,0.0837,0.0423,0.018800000000000004,0.022599999999999995,0.0837,0.027899999999999998,True
473,8,Head_14,0.0,0.0449,0.0645,0.0834,0.0449,0.0196,0.0189,0.0834,0.027800000000000002,True
474,5,Head_6,0.0,0.0297,0.0532,0.0831,0.0297,0.023499999999999997,0.029899999999999996,0.0831,0.0277,True
475,16,Head_1,0.0,0.0382,0.0591,0.0831,0.0382,0.020900000000000002,0.023999999999999994,0.0831,0.0277,True
476,22,Head_2,0.0,0.0429,0.0641,0.0828,0.0429,0.021200000000000004,0.018699999999999994,0.0828,0.0276,True
477,5,Head_31,0.0,0.0336,0.0564,0.0826,0.0336,0.0228,0.026200000000000008,0.0826,0.027533333333333337,True
478,24,Head_17,0.0,0.0437,0.0616,0.0826,0.0437,0.0179,0.021000000000000005,0.0826,0.027533333333333337,True
479,31,Head_23,0.0,0.0438,0.0608,0.0825,0.0438,0.017,0.021700000000000004,0.0825,0.0275,True
480,8,Head_17,0.0,0.0457,0.0658,0.0818,0.0457,0.0201,0.016,0.0818,0.027266666666666665,True
481,31,Head_31,0.0,0.0415,0.0637,0.0817,0.0415,0.022200000000000004,0.017999999999999988,0.0817,0.02723333333333333,True
482,7,Head_5,0.0,0.0389,0.0575,0.0814,0.0389,0.018600000000000005,0.023899999999999998,0.0814,0.027133333333333332,True
483,27,Head_30,0.0,0.0371,0.0568,0.0814,0.0371,0.019700000000000002,0.024599999999999997,0.0814,0.027133333333333332,True
484,27,Head_21,0.0,0.0454,0.0641,0.0811,0.0454,0.0187,0.017,0.0811,0.027033333333333336,True
485,9,Head_4,0.0,0.0422,0.0587,0.0808,0.0422,0.0165,0.022099999999999995,0.0808,0.026933333333333333,True
486,27,Head_20,0.0,0.0424,0.0632,0.0807,0.0424,0.020800000000000006,0.017499999999999988,0.0807,0.026899999999999997,True
487,7,Head_19,0.0,0.0444,0.0671,0.0805,0.0444,0.022700000000000005,0.013399999999999995,0.0805,0.026833333333333334,True
488,22,Head_15,0.0,0.0434,0.0621,0.0799,0.0434,0.0187,0.017799999999999996,0.0799,0.026633333333333332,True
489,21,Head_1,0.0,0.0463,0.0692,0.0798,0.0463,0.022899999999999997,0.010599999999999998,0.0798,0.0266,True
490,10,Head_28,0.0,0.0454,0.064,0.0795,0.0454,0.0186,0.0155,0.0795,0.0265,True
491,28,Head_5,0.0,0.0398,0.0603,0.0787,0.0398,0.020499999999999997,0.018400000000000007,0.0787,0.026233333333333334,True
492,24,Head_15,0.0,0.0363,0.0526,0.0779,0.0363,0.016300000000000002,0.025299999999999996,0.0779,0.025966666666666666,True
493,20,Head_20,0.0,0.038,0.0579,0.0778,0.038,0.0199,0.019899999999999994,0.0778,0.025933333333333333,True
494,13,Head_27,0.0,0.0367,0.0566,0.0776,0.0367,0.019899999999999994,0.021000000000000005,0.0776,0.025866666666666666,True
495,15,Head_14,0.0,0.0419,0.0588,0.0776,0.0419,0.0169,0.018800000000000004,0.0776,0.025866666666666666,True
496,30,Head_20,0.0,0.0423,0.0573,0.0775,0.0423,0.015,0.020200000000000003,0.0775,0.025833333333333333,True
497,31,Head_20,0.0,0.0439,0.0587,0.0772,0.0439,0.0148,0.018500000000000003,0.0772,0.025733333333333334,True
498,20,Head_11,0.0,0.0376,0.0531,0.0771,0.0376,0.0155,0.024,0.0771,0.0257,True
499,26,Head_12,0.0,0.0406,0.0627,0.077,0.0406,0.02210000000000001,0.014299999999999993,0.077,0.025666666666666667,True
500,8,Head_0,0.0,0.0412,0.0564,0.0768,0.0412,0.015199999999999998,0.020399999999999995,0.0768,0.025599999999999998,True
501,16,Head_18,0.0,0.0412,0.0581,0.0766,0.0412,0.0169,0.018500000000000003,0.0766,0.025533333333333335,True
502,16,Head_2,0.0,0.0364,0.0628,0.0765,0.0364,0.026399999999999993,0.013700000000000004,0.0765,0.0255,True
503,21,Head_5,0.0,0.0377,0.0555,0.0762,0.0377,0.017800000000000003,0.020700000000000003,0.0762,0.025400000000000002,True
504,22,Head_31,0.0,0.0448,0.0621,0.0762,0.0448,0.017300000000000003,0.014100000000000001,0.0762,0.025400000000000002,True
505,29,Head_28,0.0,0.0356,0.0556,0.0761,0.0356,0.019999999999999997,0.020500000000000004,0.0761,0.025366666666666666,True
506,19,Head_13,0.0,0.0405,0.0575,0.0759,0.0405,0.017,0.018399999999999993,0.0759,0.0253,True
507,28,Head_15,0.0,0.0424,0.0589,0.0759,0.0424,0.0165,0.016999999999999994,0.0759,0.0253,True
508,21,Head_6,0.0,0.0372,0.0549,0.075,0.0372,0.0177,0.0201,0.075,0.024999999999999998,True
509,25,Head_1,0.0,0.0436,0.0578,0.075,0.0436,0.014199999999999997,0.0172,0.075,0.024999999999999998,True
510,27,Head_9,0.0,0.0367,0.0508,0.075,0.0367,0.014099999999999994,0.0242,0.075,0.024999999999999998,True
511,23,Head_5,0.0,0.036,0.0555,0.0746,0.036,0.019500000000000003,0.0191,0.0746,0.024866666666666665,True
512,27,Head_6,0.0,0.0397,0.0578,0.0745,0.0397,0.018099999999999998,0.0167,0.0745,0.024833333333333332,True
513,5,Head_4,0.0,0.0287,0.0494,0.0744,0.0287,0.0207,0.024999999999999994,0.0744,0.0248,True
514,5,Head_28,0.0,0.0266,0.0476,0.0744,0.0266,0.021000000000000005,0.02679999999999999,0.0744,0.0248,True
515,24,Head_18,0.0,0.0354,0.0537,0.0743,0.0354,0.018299999999999997,0.020600000000000007,0.0743,0.02476666666666667,True
516,22,Head_5,0.0,0.0385,0.0569,0.074,0.0385,0.0184,0.017099999999999997,0.074,0.024666666666666667,True
517,27,Head_23,0.0,0.0406,0.0565,0.0733,0.0406,0.015900000000000004,0.016800000000000002,0.0733,0.024433333333333335,True
518,13,Head_26,0.0,0.0352,0.0533,0.0732,0.0352,0.018099999999999998,0.0199,0.0732,0.0244,True
519,23,Head_25,0.0,0.0359,0.0528,0.073,0.0359,0.0169,0.020199999999999996,0.073,0.024333333333333332,True
520,5,Head_7,0.0,0.027,0.0456,0.0728,0.027,0.018600000000000002,0.027200000000000002,0.0728,0.02426666666666667,True
521,8,Head_22,0.0,0.029,0.0503,0.0725,0.029,0.021299999999999996,0.022199999999999998,0.0725,0.024166666666666666,True
522,6,Head_29,0.0,0.0241,0.0453,0.0724,0.0241,0.0212,0.027100000000000006,0.0724,0.024133333333333336,True
523,31,Head_29,0.0,0.0371,0.0536,0.0722,0.0371,0.0165,0.0186,0.0722,0.024066666666666667,True
524,25,Head_10,0.0,0.0315,0.0534,0.0717,0.0315,0.021900000000000003,0.018299999999999997,0.0717,0.0239,True
525,25,Head_12,0.0,0.0388,0.0564,0.0707,0.0388,0.017599999999999998,0.0143,0.0707,0.023566666666666666,True
526,5,Head_18,0.0,0.029,0.0465,0.0704,0.029,0.017499999999999998,0.023900000000000005,0.0704,0.023466666666666667,True
527,29,Head_29,0.0,0.0402,0.0549,0.0704,0.0402,0.014699999999999998,0.015500000000000007,0.0704,0.023466666666666667,True
528,3,Head_30,0.0,0.0289,0.0481,0.0703,0.0289,0.0192,0.022200000000000004,0.0703,0.023433333333333334,True
529,26,Head_2,0.0,0.0332,0.0491,0.0701,0.0332,0.015899999999999997,0.020999999999999998,0.0701,0.023366666666666664,True
530,7,Head_14,0.0,0.0418,0.055,0.0693,0.0418,0.013200000000000003,0.0143,0.0693,0.0231,True
531,16,Head_11,0.0,0.0293,0.0473,0.0692,0.0293,0.018000000000000002,0.021899999999999996,0.0692,0.023066666666666666,True
532,24,Head_2,0.0,0.0318,0.0478,0.0689,0.0318,0.016,0.0211,0.0689,0.022966666666666666,True
533,23,Head_8,0.0,0.0327,0.0511,0.0688,0.0327,0.0184,0.0177,0.0688,0.022933333333333333,True
534,24,Head_26,0.0,0.0363,0.0533,0.0685,0.0363,0.017,0.015200000000000005,0.0685,0.022833333333333334,True
535,25,Head_26,0.0,0.0363,0.0502,0.0685,0.0363,0.013900000000000003,0.018300000000000004,0.0685,0.022833333333333334,True
536,3,Head_0,0.0,0.0449,0.0582,0.0681,0.0449,0.0133,0.009899999999999992,0.0681,0.022699999999999998,True
537,7,Head_26,0.0,0.033,0.0482,0.068,0.033,0.015199999999999998,0.019800000000000005,0.068,0.02266666666666667,True
538,28,Head_9,0.0,0.0239,0.0405,0.0679,0.0239,0.0166,0.0274,0.0679,0.022633333333333335,True
539,23,Head_27,0.0,0.0374,0.0475,0.0676,0.0374,0.010099999999999998,0.020099999999999993,0.0676,0.022533333333333332,True
540,3,Head_9,0.0,0.0179,0.0398,0.0674,0.0179,0.021900000000000003,0.0276,0.0674,0.022466666666666666,True
541,6,Head_19,0.0,0.0281,0.0448,0.0674,0.0281,0.0167,0.022600000000000002,0.0674,0.022466666666666666,True
542,20,Head_8,0.0,0.0348,0.0498,0.0673,0.0348,0.015,0.0175,0.0673,0.022433333333333333,True
543,23,Head_6,0.0,0.0404,0.0531,0.0673,0.0404,0.012700000000000003,0.014199999999999997,0.0673,0.022433333333333333,True
544,5,Head_22,0.0,0.0287,0.0492,0.0668,0.0287,0.0205,0.017599999999999998,0.0668,0.022266666666666667,True
545,27,Head_19,0.0,0.037,0.0502,0.0667,0.037,0.013200000000000003,0.016499999999999994,0.0667,0.02223333333333333,True
546,5,Head_0,0.0,0.0367,0.0504,0.0664,0.0367,0.013699999999999997,0.016,0.0664,0.022133333333333335,True
547,30,Head_22,0.0,0.0346,0.0489,0.0664,0.0346,0.0143,0.0175,0.0664,0.022133333333333335,True
548,20,Head_1,0.0,0.037,0.0541,0.066,0.037,0.017100000000000004,0.0119,0.066,0.022000000000000002,True
549,15,Head_16,0.0,0.0324,0.0493,0.0656,0.0324,0.0169,0.01630000000000001,0.0656,0.02186666666666667,True
550,26,Head_14,0.0,0.0334,0.0497,0.0655,0.0334,0.016300000000000002,0.0158,0.0655,0.021833333333333333,True
551,15,Head_3,0.0,0.0304,0.0488,0.0652,0.0304,0.018400000000000003,0.01639999999999999,0.0652,0.02173333333333333,True
552,12,Head_16,0.0,0.0376,0.0515,0.0651,0.0376,0.013899999999999996,0.013600000000000008,0.0651,0.0217,True
553,23,Head_12,0.0,0.0297,0.0481,0.0649,0.0297,0.018399999999999996,0.016800000000000002,0.0649,0.021633333333333334,True
554,9,Head_11,0.0,0.0342,0.0495,0.0646,0.0342,0.015300000000000001,0.015100000000000002,0.0646,0.021533333333333335,True
555,27,Head_4,0.0,0.033,0.0498,0.0645,0.033,0.016799999999999995,0.014700000000000005,0.0645,0.021500000000000002,True
556,5,Head_25,0.0,0.0271,0.0447,0.0644,0.0271,0.017599999999999998,0.019700000000000002,0.0644,0.021466666666666665,True
557,6,Head_3,0.0,0.0291,0.0441,0.0644,0.0291,0.015,0.0203,0.0644,0.021466666666666665,True
558,18,Head_2,0.0,0.0324,0.0474,0.0637,0.0324,0.015,0.01630000000000001,0.0637,0.021233333333333337,True
559,22,Head_12,0.0,0.0349,0.0498,0.063,0.0349,0.014899999999999997,0.013200000000000003,0.063,0.021,True
560,24,Head_22,0.0,0.0353,0.0539,0.063,0.0353,0.018600000000000005,0.009099999999999997,0.063,0.021,True
561,22,Head_13,0.0,0.0347,0.0504,0.0624,0.0347,0.0157,0.011999999999999997,0.0624,0.0208,True
562,23,Head_7,0.0,0.0255,0.0403,0.0623,0.0255,0.014800000000000004,0.022,0.0623,0.020766666666666666,True
563,3,Head_29,0.0,0.028,0.044,0.0619,0.028,0.015999999999999997,0.0179,0.0619,0.020633333333333333,True
564,9,Head_27,0.0,0.0341,0.0481,0.0616,0.0341,0.013999999999999999,0.013500000000000005,0.0616,0.020533333333333334,True
565,4,Head_5,0.0,0.0343,0.0478,0.0611,0.0343,0.013500000000000005,0.0133,0.0611,0.02036666666666667,True
566,4,Head_26,0.0,0.0242,0.041,0.0609,0.0242,0.016800000000000002,0.0199,0.0609,0.020300000000000002,True
567,31,Head_30,0.0,0.0286,0.0424,0.0608,0.0286,0.0138,0.0184,0.0608,0.020266666666666665,True
568,2,Head_23,0.0,0.0178,0.0372,0.0606,0.0178,0.019399999999999997,0.023400000000000004,0.0606,0.0202,True
569,8,Head_9,0.0,0.0278,0.0432,0.0603,0.0278,0.015400000000000004,0.017099999999999997,0.0603,0.0201,True
570,15,Head_13,0.0,0.0326,0.046,0.0603,0.0326,0.013400000000000002,0.0143,0.0603,0.0201,True
571,24,Head_29,0.0,0.0266,0.0408,0.0603,0.0266,0.014200000000000004,0.019499999999999997,0.0603,0.0201,True
572,25,Head_5,0.0,0.0318,0.0511,0.0599,0.0318,0.019299999999999998,0.008800000000000002,0.0599,0.019966666666666667,True
573,21,Head_19,0.0,0.0274,0.0417,0.0597,0.0274,0.0143,0.018000000000000002,0.0597,0.0199,True
574,9,Head_6,0.0,0.0296,0.0456,0.0595,0.0296,0.016,0.013899999999999996,0.0595,0.01983333333333333,True
575,24,Head_24,0.0,0.0307,0.0465,0.0595,0.0307,0.015799999999999998,0.012999999999999998,0.0595,0.01983333333333333,True
576,17,Head_2,0.0,0.0365,0.0474,0.0594,0.0365,0.0109,0.012000000000000004,0.0594,0.0198,True
577,6,Head_9,0.0,0.0234,0.0387,0.0593,0.0234,0.015299999999999998,0.0206,0.0593,0.019766666666666665,True
578,20,Head_0,0.0,0.0343,0.0462,0.0592,0.0343,0.0119,0.013000000000000005,0.0592,0.019733333333333335,True
579,25,Head_16,0.0,0.0284,0.0453,0.0589,0.0284,0.0169,0.013600000000000001,0.0589,0.019633333333333332,True
580,4,Head_2,0.0,0.0313,0.0434,0.0581,0.0313,0.0121,0.014699999999999998,0.0581,0.019366666666666667,True
581,24,Head_3,0.0,0.0292,0.0418,0.0574,0.0292,0.012599999999999997,0.015600000000000003,0.0574,0.019133333333333332,True
582,4,Head_19,0.0,0.0256,0.0403,0.0571,0.0256,0.014700000000000001,0.016799999999999995,0.0571,0.019033333333333333,True
583,11,Head_31,0.0,0.0302,0.0425,0.0571,0.0302,0.012300000000000002,0.014599999999999995,0.0571,0.019033333333333333,True
584,5,Head_19,0.0,0.028,0.0413,0.0569,0.028,0.013300000000000003,0.015599999999999996,0.0569,0.018966666666666666,True
585,7,Head_12,0.0,0.0322,0.0448,0.0569,0.0322,0.0126,0.0121,0.0569,0.018966666666666666,True
586,25,Head_27,0.0,0.0294,0.0405,0.0568,0.0294,0.011100000000000002,0.016300000000000002,0.0568,0.018933333333333333,True
587,24,Head_27,0.0,0.0302,0.0438,0.0562,0.0302,0.013599999999999998,0.012400000000000001,0.0562,0.018733333333333334,True
588,3,Head_28,0.0,0.0234,0.0391,0.0559,0.0234,0.015700000000000002,0.016799999999999995,0.0559,0.01863333333333333,True
589,4,Head_16,0.0,0.0343,0.043,0.0559,0.0343,0.0087,0.012900000000000002,0.0559,0.01863333333333333,True
590,19,Head_7,0.0,0.0241,0.0367,0.0559,0.0241,0.012600000000000004,0.019199999999999995,0.0559,0.01863333333333333,True
591,18,Head_12,0.0,0.0304,0.0439,0.0556,0.0304,0.013500000000000002,0.011699999999999995,0.0556,0.018533333333333332,True
592,15,Head_0,0.0,0.0247,0.0358,0.0554,0.0247,0.011099999999999999,0.0196,0.0554,0.018466666666666666,True
593,8,Head_4,0.0,0.024,0.0398,0.0553,0.024,0.0158,0.0155,0.0553,0.018433333333333333,True
594,21,Head_18,0.0,0.0275,0.0403,0.0549,0.0275,0.012800000000000002,0.014599999999999995,0.0549,0.0183,True
595,5,Head_30,0.0,0.0248,0.0385,0.0548,0.0248,0.0137,0.016300000000000002,0.0548,0.018266666666666667,True
596,10,Head_3,0.0,0.0257,0.0376,0.0545,0.0257,0.0119,0.0169,0.0545,0.018166666666666668,True
597,18,Head_29,0.0,0.0285,0.0411,0.0544,0.0285,0.012599999999999997,0.0133,0.0544,0.01813333333333333,True
598,6,Head_12,0.0,0.0243,0.0379,0.0542,0.0243,0.013600000000000004,0.016299999999999995,0.0542,0.018066666666666665,True
599,26,Head_15,0.0,0.0305,0.045,0.0542,0.0305,0.014499999999999999,0.0092,0.0542,0.018066666666666665,True
600,27,Head_12,0.0,0.0244,0.0355,0.0539,0.0244,0.011099999999999995,0.018400000000000007,0.0539,0.01796666666666667,True
601,15,Head_18,0.0,0.0239,0.0386,0.0537,0.0239,0.014700000000000001,0.015099999999999995,0.0537,0.0179,True
602,9,Head_7,0.0,0.0271,0.0409,0.0536,0.0271,0.0138,0.012700000000000003,0.0536,0.017866666666666666,True
603,24,Head_20,0.0,0.0283,0.0416,0.0531,0.0283,0.0133,0.011500000000000003,0.0531,0.0177,True
604,7,Head_1,0.0,0.0293,0.0405,0.0526,0.0293,0.011200000000000002,0.0121,0.0526,0.017533333333333335,True
605,25,Head_24,0.0,0.0265,0.0378,0.0526,0.0265,0.011300000000000001,0.0148,0.0526,0.017533333333333335,True
606,29,Head_19,0.0,0.0253,0.0406,0.0526,0.0253,0.015299999999999998,0.012000000000000004,0.0526,0.017533333333333335,True
607,25,Head_21,0.0,0.0267,0.0384,0.0524,0.0267,0.011699999999999995,0.014000000000000005,0.0524,0.01746666666666667,True
608,8,Head_11,0.0,0.0225,0.035,0.0516,0.0225,0.012500000000000004,0.016599999999999997,0.0516,0.0172,True
609,20,Head_3,0.0,0.026,0.0347,0.0514,0.026,0.008700000000000003,0.0167,0.0514,0.017133333333333334,True
610,24,Head_23,0.0,0.026,0.038,0.0513,0.026,0.012,0.0133,0.0513,0.0171,True
611,20,Head_10,0.0,0.0288,0.037,0.0512,0.0288,0.008199999999999999,0.014200000000000004,0.0512,0.017066666666666667,True
612,23,Head_20,0.0,0.0274,0.0396,0.0504,0.0274,0.012200000000000003,0.010799999999999997,0.0504,0.0168,True
613,5,Head_12,0.0,0.0264,0.0347,0.0499,0.0264,0.008300000000000002,0.015199999999999998,0.0499,0.016633333333333333,True
614,10,Head_11,0.0,0.0209,0.0342,0.0499,0.0209,0.013300000000000003,0.0157,0.0499,0.016633333333333333,True
615,3,Head_22,0.0,0.0271,0.0388,0.0498,0.0271,0.011700000000000002,0.010999999999999996,0.0498,0.0166,True
616,25,Head_17,0.0,0.0262,0.0384,0.0494,0.0262,0.012199999999999996,0.011000000000000003,0.0494,0.016466666666666668,True
617,28,Head_24,0.0,0.0243,0.0366,0.0488,0.0243,0.012300000000000002,0.012200000000000003,0.0488,0.01626666666666667,True
618,6,Head_11,0.0,0.0216,0.0342,0.0485,0.0216,0.0126,0.0143,0.0485,0.016166666666666666,True
619,21,Head_15,0.0,0.0224,0.0309,0.048,0.0224,0.0085,0.0171,0.048,0.016,True
620,21,Head_14,0.0,0.0257,0.0359,0.0478,0.0257,0.0102,0.0119,0.0478,0.015933333333333334,True
621,25,Head_13,0.0,0.027,0.0401,0.0476,0.027,0.013099999999999997,0.007500000000000007,0.0476,0.015866666666666668,True
622,21,Head_24,0.0,0.0233,0.0354,0.0475,0.0233,0.0121,0.0121,0.0475,0.015833333333333335,True
623,16,Head_14,0.0,0.0214,0.032,0.047,0.0214,0.010600000000000002,0.015,0.047,0.015666666666666666,True
624,20,Head_27,0.0,0.0209,0.0341,0.047,0.0209,0.0132,0.012900000000000002,0.047,0.015666666666666666,True
625,27,Head_13,0.0,0.0229,0.0345,0.0467,0.0229,0.011600000000000003,0.012199999999999996,0.0467,0.015566666666666666,True
626,10,Head_31,0.0,0.0276,0.0415,0.0463,0.0276,0.013900000000000003,0.004799999999999999,0.0463,0.015433333333333334,True
627,4,Head_13,0.0,0.0164,0.0311,0.0456,0.0164,0.014699999999999998,0.014500000000000002,0.0456,0.0152,True
628,11,Head_28,0.0,0.0191,0.0323,0.0453,0.0191,0.013200000000000003,0.012999999999999998,0.0453,0.0151,True
629,26,Head_13,0.0,0.0245,0.0356,0.0452,0.0245,0.011099999999999999,0.009599999999999997,0.0452,0.015066666666666666,True
630,23,Head_13,0.0,0.0251,0.0353,0.045,0.0251,0.010199999999999997,0.0097,0.045,0.015,True
631,30,Head_28,0.0,0.0225,0.0335,0.0449,0.0225,0.011000000000000003,0.0114,0.0449,0.014966666666666668,True
632,26,Head_20,0.0,0.0202,0.031,0.0445,0.0202,0.0108,0.013499999999999998,0.0445,0.014833333333333332,True
633,4,Head_21,0.0,0.0203,0.0309,0.044,0.0203,0.010600000000000002,0.013099999999999997,0.044,0.014666666666666666,True
634,22,Head_3,0.0,0.0209,0.0315,0.0439,0.0209,0.010600000000000002,0.012400000000000001,0.0439,0.014633333333333333,True
635,4,Head_18,0.0,0.0157,0.0286,0.0437,0.0157,0.012900000000000002,0.015100000000000002,0.0437,0.014566666666666667,True
636,26,Head_25,0.0,0.019,0.0292,0.0436,0.019,0.0102,0.0144,0.0436,0.014533333333333334,True
637,3,Head_26,0.0,0.0211,0.0294,0.0427,0.0211,0.008299999999999998,0.013300000000000003,0.0427,0.014233333333333334,True
638,7,Head_3,0.0,0.0247,0.0352,0.0427,0.0247,0.010500000000000002,0.0075,0.0427,0.014233333333333334,True
639,23,Head_10,0.0,0.019,0.0288,0.0422,0.019,0.0098,0.013400000000000002,0.0422,0.014066666666666667,True
640,22,Head_25,0.0,0.0224,0.0331,0.0421,0.0224,0.010699999999999998,0.009000000000000001,0.0421,0.014033333333333333,True
641,23,Head_3,0.0,0.0209,0.0296,0.0421,0.0209,0.008700000000000003,0.012499999999999997,0.0421,0.014033333333333333,True
642,4,Head_4,0.0,0.0227,0.0331,0.042,0.0227,0.010399999999999996,0.008900000000000005,0.042,0.014,True
643,12,Head_18,0.0,0.0218,0.0309,0.042,0.0218,0.0091,0.011100000000000002,0.042,0.014,True
644,6,Head_17,0.0,0.0295,0.0308,0.0419,0.0295,0.0013000000000000025,0.011099999999999999,0.0419,0.013966666666666667,True
645,26,Head_18,0.0,0.0186,0.0303,0.0419,0.0186,0.011700000000000002,0.0116,0.0419,0.013966666666666667,True
646,7,Head_0,0.0,0.0207,0.0309,0.0418,0.0207,0.0102,0.010899999999999996,0.0418,0.013933333333333332,True
647,28,Head_14,0.0,0.0227,0.033,0.0414,0.0227,0.0103,0.008399999999999998,0.0414,0.0138,True
648,28,Head_26,0.0,0.0218,0.0321,0.0411,0.0218,0.010299999999999997,0.009000000000000001,0.0411,0.013699999999999999,True
649,3,Head_3,0.0,0.0143,0.0261,0.0409,0.0143,0.011800000000000001,0.014799999999999997,0.0409,0.013633333333333332,True
650,25,Head_4,0.0,0.0215,0.0311,0.0408,0.0215,0.009600000000000001,0.009700000000000004,0.0408,0.013600000000000001,True
