Rank,Layer,Head,certain,manipulated_1,manipulated_2,manipulated_3,increase_certain_to_manipulated_1,increase_manipulated_1_to_manipulated_2,increase_manipulated_2_to_manipulated_3,total_increase_certain_to_manipulated_3,trend_slope_per_step,monotonic_increase
212,4,Head_3,0.0,0.0728,0.1221,0.1711,0.0728,0.0493,0.049,0.1711,0.05703333333333333,True
213,12,Head_29,0.0,0.0813,0.1203,0.171,0.0813,0.03900000000000001,0.05070000000000001,0.171,0.057,True
214,26,Head_24,0.0,0.1039,0.1368,0.1708,0.1039,0.0329,0.034,0.1708,0.056933333333333336,True
215,12,Head_3,0.0,0.0838,0.1292,0.1705,0.0838,0.04540000000000001,0.0413,0.1705,0.05683333333333334,True
216,26,Head_30,0.0,0.0894,0.1315,0.1704,0.0894,0.04210000000000001,0.03889999999999999,0.1704,0.056799999999999996,True
217,12,Head_24,0.0,0.0854,0.1238,0.1691,0.0854,0.03839999999999999,0.04530000000000001,0.1691,0.05636666666666667,True
218,11,Head_8,0.0,0.0721,0.1135,0.1678,0.0721,0.041400000000000006,0.0543,0.1678,0.055933333333333335,True
219,11,Head_1,0.0,0.1252,0.1582,0.1677,0.1252,0.033,0.00949999999999998,0.1677,0.0559,True
220,15,Head_25,0.0,0.0884,0.124,0.1674,0.0884,0.03559999999999999,0.043399999999999994,0.1674,0.055799999999999995,True
221,11,Head_4,0.0,0.0798,0.1215,0.1669,0.0798,0.0417,0.045399999999999996,0.1669,0.05563333333333333,True
222,29,Head_23,0.0,0.0869,0.1223,0.1663,0.0869,0.0354,0.044,0.1663,0.055433333333333334,True
223,18,Head_22,0.0,0.0884,0.1278,0.1655,0.0884,0.03939999999999999,0.03770000000000001,0.1655,0.05516666666666667,True
224,8,Head_2,0.0,0.0748,0.1189,0.1649,0.0748,0.0441,0.045999999999999985,0.1649,0.054966666666666664,True
225,30,Head_12,0.0,0.0917,0.1251,0.1649,0.0917,0.033399999999999985,0.0398,0.1649,0.054966666666666664,True
226,10,Head_10,0.0,0.0811,0.1212,0.1648,0.0811,0.0401,0.0436,0.1648,0.054933333333333334,True
227,11,Head_15,0.0,0.0886,0.1311,0.1643,0.0886,0.042499999999999996,0.03320000000000001,0.1643,0.054766666666666665,True
228,14,Head_14,0.0,0.0922,0.1301,0.1635,0.0922,0.03789999999999999,0.03340000000000001,0.1635,0.0545,True
229,15,Head_26,0.0,0.0771,0.1201,0.1633,0.0771,0.043,0.0432,0.1633,0.054433333333333334,True
230,7,Head_15,0.0,0.0723,0.1132,0.1627,0.0723,0.04089999999999999,0.049500000000000016,0.1627,0.054233333333333335,True
231,16,Head_10,0.0,0.0775,0.1194,0.1625,0.0775,0.04190000000000001,0.0431,0.1625,0.05416666666666667,True
232,17,Head_24,0.0,0.0777,0.1232,0.1625,0.0777,0.0455,0.0393,0.1625,0.05416666666666667,True
233,12,Head_13,0.0,0.0728,0.1162,0.1616,0.0728,0.043399999999999994,0.045399999999999996,0.1616,0.05386666666666667,True
234,7,Head_11,0.0,0.0701,0.1201,0.1613,0.0701,0.05,0.0412,0.1613,0.053766666666666664,True
235,8,Head_15,0.0,0.0752,0.1084,0.1603,0.0752,0.03319999999999999,0.0519,0.1603,0.05343333333333333,True
236,6,Head_22,0.0,0.0707,0.1161,0.1594,0.0707,0.045399999999999996,0.04329999999999999,0.1594,0.05313333333333333,True
237,22,Head_29,0.0,0.0875,0.1207,0.1594,0.0875,0.03320000000000001,0.038699999999999984,0.1594,0.05313333333333333,True
238,31,Head_13,0.0,0.0607,0.1036,0.1588,0.0607,0.0429,0.0552,0.1588,0.05293333333333333,True
239,21,Head_0,0.0,0.0655,0.1076,0.1578,0.0655,0.0421,0.050199999999999995,0.1578,0.0526,True
240,20,Head_29,0.0,0.0724,0.1102,0.1573,0.0724,0.0378,0.04709999999999999,0.1573,0.05243333333333333,True
241,18,Head_25,0.0,0.0861,0.1143,0.1572,0.0861,0.028200000000000003,0.04290000000000001,0.1572,0.0524,True
242,9,Head_22,0.0,0.0851,0.1257,0.1571,0.0851,0.04060000000000001,0.031399999999999983,0.1571,0.052366666666666666,True
243,20,Head_31,0.0,0.0638,0.0978,0.1571,0.0638,0.034,0.05929999999999999,0.1571,0.052366666666666666,True
244,22,Head_27,0.0,0.0809,0.1176,0.156,0.0809,0.036699999999999997,0.038400000000000004,0.156,0.052,True
245,9,Head_15,0.0,0.0853,0.1244,0.1545,0.0853,0.039099999999999996,0.030100000000000002,0.1545,0.0515,True
246,16,Head_29,0.0,0.0621,0.1044,0.1539,0.0621,0.042300000000000004,0.0495,0.1539,0.051300000000000005,True
247,13,Head_4,0.0,0.0838,0.1227,0.1534,0.0838,0.038900000000000004,0.030700000000000005,0.1534,0.051133333333333336,True
248,8,Head_31,0.0,0.0908,0.1221,0.1532,0.0908,0.031299999999999994,0.031100000000000003,0.1532,0.05106666666666667,True
249,11,Head_9,0.0,0.0878,0.1238,0.152,0.0878,0.03599999999999999,0.028200000000000003,0.152,0.050666666666666665,True
250,11,Head_23,0.0,0.0811,0.1135,0.1516,0.0811,0.0324,0.03810000000000001,0.1516,0.05053333333333334,True
251,9,Head_14,0.0,0.0681,0.1071,0.1503,0.0681,0.03900000000000001,0.04319999999999999,0.1503,0.0501,True
252,9,Head_5,0.0,0.0778,0.1137,0.1497,0.0778,0.0359,0.036000000000000004,0.1497,0.0499,True
253,11,Head_22,0.0,0.0775,0.1125,0.1489,0.0775,0.035,0.0364,0.1489,0.049633333333333335,True
254,12,Head_22,0.0,0.0782,0.1126,0.1487,0.0782,0.0344,0.03609999999999999,0.1487,0.04956666666666667,True
255,16,Head_7,0.0,0.0654,0.0983,0.1486,0.0654,0.0329,0.05030000000000001,0.1486,0.04953333333333334,True
256,8,Head_24,0.0,0.0813,0.1055,0.1484,0.0813,0.0242,0.04290000000000001,0.1484,0.049466666666666666,True
257,11,Head_19,0.0,0.075,0.111,0.1479,0.075,0.036000000000000004,0.0369,0.1479,0.049300000000000004,True
258,21,Head_12,0.0,0.0793,0.1118,0.1479,0.0793,0.0325,0.03610000000000001,0.1479,0.049300000000000004,True
259,7,Head_20,0.0,0.0553,0.0989,0.1478,0.0553,0.0436,0.048899999999999985,0.1478,0.04926666666666666,True
260,12,Head_7,0.0,0.0789,0.1144,0.1475,0.0789,0.035500000000000004,0.03309999999999999,0.1475,0.049166666666666664,True
261,10,Head_0,0.0,0.079,0.1131,0.1471,0.079,0.034100000000000005,0.034,0.1471,0.04903333333333334,True
262,18,Head_28,0.0,0.0825,0.11,0.1464,0.0825,0.027499999999999997,0.0364,0.1464,0.0488,True
263,19,Head_8,0.0,0.0682,0.0971,0.1464,0.0682,0.02890000000000001,0.0493,0.1464,0.0488,True
264,26,Head_0,0.0,0.0701,0.1099,0.1444,0.0701,0.0398,0.0345,0.1444,0.048133333333333334,True
265,12,Head_20,0.0,0.0791,0.11,0.144,0.0791,0.030899999999999997,0.03399999999999999,0.144,0.047999999999999994,True
266,13,Head_24,0.0,0.0724,0.1057,0.1437,0.0724,0.033299999999999996,0.03799999999999999,0.1437,0.0479,True
267,9,Head_28,0.0,0.075,0.1097,0.1436,0.075,0.03470000000000001,0.0339,0.1436,0.04786666666666667,True
268,11,Head_13,0.0,0.0762,0.1111,0.1434,0.0762,0.0349,0.032299999999999995,0.1434,0.0478,True
269,22,Head_18,0.0,0.0611,0.0964,0.1428,0.0611,0.0353,0.04640000000000001,0.1428,0.0476,True
270,7,Head_17,0.0,0.0698,0.1152,0.1427,0.0698,0.045399999999999996,0.027499999999999997,0.1427,0.04756666666666667,True
271,21,Head_31,0.0,0.0645,0.0912,0.1423,0.0645,0.0267,0.051100000000000007,0.1423,0.047433333333333334,True
272,14,Head_10,0.0,0.0748,0.1113,0.1418,0.0748,0.03649999999999999,0.030500000000000013,0.1418,0.04726666666666667,True
273,28,Head_17,0.0,0.0793,0.1079,0.1416,0.0793,0.0286,0.03370000000000001,0.1416,0.0472,True
274,22,Head_17,0.0,0.0735,0.103,0.1415,0.0735,0.0295,0.03849999999999999,0.1415,0.04716666666666666,True
275,24,Head_14,0.0,0.0705,0.103,0.1412,0.0705,0.0325,0.0382,0.1412,0.047066666666666666,True
276,14,Head_28,0.0,0.0573,0.0982,0.1406,0.0573,0.0409,0.04240000000000001,0.1406,0.04686666666666667,True
277,14,Head_25,0.0,0.082,0.1115,0.1396,0.082,0.0295,0.0281,0.1396,0.046533333333333336,True
278,21,Head_26,0.0,0.0706,0.1039,0.139,0.0706,0.03330000000000001,0.035100000000000006,0.139,0.04633333333333334,True
279,9,Head_16,0.0,0.0604,0.0868,0.1383,0.0604,0.0264,0.051500000000000004,0.1383,0.0461,True
280,9,Head_12,0.0,0.0752,0.1024,0.1382,0.0752,0.027200000000000002,0.035799999999999985,0.1382,0.046066666666666665,True
281,10,Head_23,0.0,0.0952,0.1149,0.1382,0.0952,0.019699999999999995,0.023299999999999987,0.1382,0.046066666666666665,True
282,6,Head_14,0.0,0.0516,0.0913,0.1377,0.0516,0.039700000000000006,0.04639999999999998,0.1377,0.045899999999999996,True
283,26,Head_27,0.0,0.0746,0.1037,0.1368,0.0746,0.0291,0.033100000000000004,0.1368,0.0456,True
284,12,Head_30,0.0,0.0795,0.1093,0.1359,0.0795,0.029799999999999993,0.0266,0.1359,0.0453,True
285,10,Head_1,0.0,0.0692,0.1002,0.1354,0.0692,0.031,0.035199999999999995,0.1354,0.04513333333333333,True
286,7,Head_18,0.0,0.0605,0.0986,0.1351,0.0605,0.038099999999999995,0.036500000000000005,0.1351,0.045033333333333335,True
287,29,Head_22,0.0,0.0717,0.1026,0.1351,0.0717,0.030899999999999997,0.0325,0.1351,0.045033333333333335,True
288,11,Head_10,0.0,0.0604,0.0973,0.1348,0.0604,0.036899999999999995,0.037500000000000006,0.1348,0.04493333333333333,True
289,9,Head_20,0.0,0.083,0.1066,0.1343,0.083,0.023599999999999996,0.027700000000000002,0.1343,0.04476666666666667,True
290,11,Head_2,0.0,0.1072,0.1426,0.1342,0.1072,0.0354,-0.00839999999999999,0.1342,0.04473333333333334,False
291,12,Head_23,0.0,0.0723,0.1025,0.1337,0.0723,0.03019999999999999,0.03120000000000002,0.1337,0.04456666666666667,True
292,22,Head_11,0.0,0.0646,0.097,0.1334,0.0646,0.0324,0.03639999999999999,0.1334,0.04446666666666666,True
293,31,Head_5,0.0,0.0703,0.0991,0.1333,0.0703,0.028799999999999992,0.03420000000000001,0.1333,0.04443333333333333,True
294,25,Head_14,0.0,0.0764,0.1114,0.1327,0.0764,0.035,0.021300000000000013,0.1327,0.04423333333333334,True
295,22,Head_10,0.0,0.0734,0.1039,0.1322,0.0734,0.0305,0.028300000000000006,0.1322,0.04406666666666667,True
296,4,Head_22,0.0,0.0432,0.0874,0.1321,0.0432,0.0442,0.04469999999999999,0.1321,0.044033333333333334,True
297,11,Head_12,0.0,0.0693,0.103,0.1315,0.0693,0.033699999999999994,0.02850000000000001,0.1315,0.043833333333333335,True
298,10,Head_16,0.0,0.0522,0.0952,0.1313,0.0522,0.043000000000000003,0.03609999999999999,0.1313,0.04376666666666667,True
299,8,Head_28,0.0,0.0571,0.0947,0.131,0.0571,0.03760000000000001,0.0363,0.131,0.043666666666666666,True
300,7,Head_30,0.0,0.066,0.0992,0.1304,0.066,0.03319999999999999,0.03119999999999999,0.1304,0.04346666666666666,True
301,22,Head_9,0.0,0.0576,0.0909,0.13,0.0576,0.033299999999999996,0.03910000000000001,0.13,0.043333333333333335,True
302,20,Head_15,0.0,0.0591,0.1033,0.1294,0.0591,0.0442,0.026099999999999984,0.1294,0.04313333333333333,True
303,11,Head_20,0.0,0.0684,0.0992,0.1293,0.0684,0.030799999999999994,0.030100000000000002,0.1293,0.0431,True
304,12,Head_14,0.0,0.0588,0.0956,0.1292,0.0588,0.036800000000000006,0.033600000000000005,0.1292,0.04306666666666667,True
305,7,Head_9,0.0,0.0665,0.0984,0.1289,0.0665,0.0319,0.030499999999999985,0.1289,0.04296666666666666,True
306,17,Head_14,0.0,0.0645,0.0889,0.1278,0.0645,0.024400000000000005,0.03889999999999999,0.1278,0.0426,True
307,28,Head_31,0.0,0.0619,0.0903,0.1276,0.0619,0.02840000000000001,0.037299999999999986,0.1276,0.04253333333333333,True
308,11,Head_17,0.0,0.0632,0.0975,0.1271,0.0632,0.0343,0.029599999999999987,0.1271,0.042366666666666664,True
309,26,Head_17,0.0,0.0698,0.0979,0.1271,0.0698,0.0281,0.02919999999999999,0.1271,0.042366666666666664,True
310,20,Head_24,0.0,0.0681,0.0966,0.1268,0.0681,0.02850000000000001,0.03019999999999999,0.1268,0.04226666666666667,True
311,22,Head_28,0.0,0.0495,0.0777,0.1266,0.0495,0.028200000000000003,0.048899999999999985,0.1266,0.042199999999999994,True
312,30,Head_14,0.0,0.0748,0.1057,0.1263,0.0748,0.030899999999999997,0.020599999999999993,0.1263,0.0421,True
313,10,Head_29,0.0,0.0565,0.0889,0.1261,0.0565,0.032400000000000005,0.03719999999999998,0.1261,0.04203333333333333,True
314,16,Head_16,0.0,0.055,0.0861,0.1259,0.055,0.031099999999999996,0.039800000000000016,0.1259,0.04196666666666667,True
315,24,Head_13,0.0,0.0646,0.0902,0.1255,0.0646,0.025599999999999998,0.0353,0.1255,0.041833333333333333,True
316,7,Head_24,0.0,0.0606,0.0977,0.1252,0.0606,0.037099999999999994,0.02750000000000001,0.1252,0.04173333333333334,True
317,6,Head_20,0.0,0.062,0.0972,0.1245,0.062,0.035199999999999995,0.027300000000000005,0.1245,0.0415,True
318,31,Head_27,0.0,0.0657,0.0933,0.1245,0.0657,0.0276,0.031200000000000006,0.1245,0.0415,True
319,6,Head_21,0.0,0.0558,0.0897,0.1242,0.0558,0.0339,0.0345,0.1242,0.0414,True
320,9,Head_10,0.0,0.0598,0.0908,0.1242,0.0598,0.031000000000000007,0.0334,0.1242,0.0414,True
321,8,Head_7,0.0,0.0634,0.095,0.124,0.0634,0.0316,0.028999999999999998,0.124,0.04133333333333333,True
322,7,Head_29,0.0,0.0662,0.1003,0.1238,0.0662,0.034100000000000005,0.023499999999999993,0.1238,0.04126666666666667,True
323,8,Head_23,0.0,0.0487,0.0844,0.1231,0.0487,0.0357,0.0387,0.1231,0.04103333333333333,True
324,30,Head_13,0.0,0.0682,0.0931,0.1226,0.0682,0.024900000000000005,0.0295,0.1226,0.04086666666666667,True
325,23,Head_17,0.0,0.0547,0.0802,0.1224,0.0547,0.025499999999999995,0.0422,0.1224,0.040799999999999996,True
326,11,Head_7,0.0,0.0612,0.092,0.121,0.0612,0.0308,0.028999999999999998,0.121,0.04033333333333333,True
327,13,Head_31,0.0,0.061,0.0921,0.1207,0.061,0.031100000000000003,0.0286,0.1207,0.040233333333333336,True
328,13,Head_29,0.0,0.062,0.0977,0.1201,0.062,0.035699999999999996,0.022400000000000003,0.1201,0.04003333333333333,True
329,17,Head_27,0.0,0.0583,0.0908,0.1201,0.0583,0.03250000000000001,0.029299999999999993,0.1201,0.04003333333333333,True
330,6,Head_15,0.0,0.0429,0.0795,0.1194,0.0429,0.0366,0.039900000000000005,0.1194,0.0398,True
331,17,Head_15,0.0,0.0529,0.0828,0.1194,0.0529,0.029899999999999996,0.03660000000000001,0.1194,0.0398,True
332,5,Head_27,0.0,0.0504,0.0803,0.1182,0.0504,0.029899999999999996,0.0379,0.1182,0.0394,True
333,8,Head_8,0.0,0.0559,0.0878,0.1182,0.0559,0.031900000000000005,0.030399999999999996,0.1182,0.0394,True
334,10,Head_8,0.0,0.05,0.0832,0.1182,0.05,0.03319999999999999,0.035,0.1182,0.0394,True
335,22,Head_8,0.0,0.0759,0.1,0.1181,0.0759,0.02410000000000001,0.01809999999999999,0.1181,0.03936666666666667,True
336,14,Head_27,0.0,0.0571,0.0867,0.1177,0.0571,0.0296,0.031,0.1177,0.039233333333333335,True
337,29,Head_30,0.0,0.0506,0.078,0.1176,0.0506,0.0274,0.039599999999999996,0.1176,0.0392,True
338,9,Head_0,0.0,0.061,0.0894,0.1174,0.061,0.028399999999999995,0.02800000000000001,0.1174,0.03913333333333333,True
339,16,Head_13,0.0,0.0611,0.087,0.1172,0.0611,0.025899999999999992,0.030200000000000005,0.1172,0.039066666666666666,True
340,20,Head_14,0.0,0.0562,0.0872,0.1168,0.0562,0.031,0.0296,0.1168,0.038933333333333334,True
341,28,Head_13,0.0,0.0606,0.0917,0.1163,0.0606,0.031100000000000003,0.024599999999999997,0.1163,0.038766666666666665,True
342,8,Head_5,0.0,0.0483,0.0813,0.1162,0.0483,0.032999999999999995,0.0349,0.1162,0.038733333333333335,True
343,8,Head_13,0.0,0.0568,0.0866,0.1162,0.0568,0.029799999999999993,0.0296,0.1162,0.038733333333333335,True
344,11,Head_3,0.0,0.0667,0.101,0.116,0.0667,0.03430000000000001,0.015,0.116,0.03866666666666667,True
345,30,Head_15,0.0,0.0683,0.0936,0.116,0.0683,0.025300000000000003,0.022400000000000003,0.116,0.03866666666666667,True
346,19,Head_23,0.0,0.056,0.0857,0.1158,0.056,0.029699999999999997,0.030100000000000002,0.1158,0.0386,True
347,30,Head_3,0.0,0.0475,0.0777,0.1155,0.0475,0.030200000000000005,0.0378,0.1155,0.0385,True
348,14,Head_16,0.0,0.0599,0.0887,0.1154,0.0599,0.0288,0.0267,0.1154,0.03846666666666667,True
349,17,Head_13,0.0,0.0595,0.0875,0.1153,0.0595,0.027999999999999997,0.027800000000000005,0.1153,0.03843333333333333,True
350,31,Head_7,0.0,0.0657,0.0894,0.1151,0.0657,0.0237,0.0257,0.1151,0.03836666666666667,True
351,16,Head_0,0.0,0.0527,0.0829,0.1149,0.0527,0.030200000000000005,0.032,0.1149,0.0383,True
352,26,Head_22,0.0,0.0554,0.079,0.1149,0.0554,0.023600000000000003,0.0359,0.1149,0.0383,True
353,17,Head_3,0.0,0.0617,0.0875,0.1143,0.0617,0.025799999999999997,0.026800000000000004,0.1143,0.0381,True
354,22,Head_24,0.0,0.063,0.087,0.1142,0.063,0.023999999999999994,0.027200000000000002,0.1142,0.038066666666666665,True
355,20,Head_23,0.0,0.0645,0.0929,0.1141,0.0645,0.028399999999999995,0.021199999999999997,0.1141,0.03803333333333333,True
356,8,Head_29,0.0,0.0721,0.1001,0.114,0.0721,0.027999999999999997,0.01390000000000001,0.114,0.038,True
357,27,Head_7,0.0,0.0591,0.0878,0.1135,0.0591,0.028700000000000003,0.0257,0.1135,0.03783333333333334,True
358,9,Head_23,0.0,0.0669,0.0926,0.1133,0.0669,0.0257,0.020699999999999996,0.1133,0.037766666666666664,True
359,27,Head_29,0.0,0.0576,0.0833,0.1129,0.0576,0.0257,0.0296,0.1129,0.03763333333333333,True
360,8,Head_21,0.0,0.045,0.0781,0.1125,0.045,0.033100000000000004,0.0344,0.1125,0.0375,True
361,9,Head_19,0.0,0.0659,0.0931,0.1125,0.0659,0.027200000000000002,0.0194,0.1125,0.0375,True
362,4,Head_20,0.0,0.0531,0.0833,0.1123,0.0531,0.030199999999999998,0.028999999999999998,0.1123,0.03743333333333333,True
363,10,Head_30,0.0,0.0586,0.0865,0.1122,0.0586,0.027899999999999994,0.0257,0.1122,0.037399999999999996,True
364,25,Head_23,0.0,0.0549,0.0834,0.1117,0.0549,0.028500000000000004,0.028299999999999992,0.1117,0.037233333333333334,True
365,21,Head_13,0.0,0.0493,0.0746,0.1116,0.0493,0.025300000000000003,0.037000000000000005,0.1116,0.037200000000000004,True
366,8,Head_20,0.0,0.0441,0.0776,0.1115,0.0441,0.0335,0.0339,0.1115,0.03716666666666667,True
367,18,Head_26,0.0,0.0503,0.0759,0.1115,0.0503,0.025599999999999998,0.03560000000000001,0.1115,0.03716666666666667,True
368,21,Head_3,0.0,0.0503,0.0764,0.1113,0.0503,0.026099999999999998,0.0349,0.1113,0.0371,True
369,25,Head_11,0.0,0.0518,0.0775,0.1109,0.0518,0.0257,0.0334,0.1109,0.03696666666666667,True
370,7,Head_31,0.0,0.0509,0.0793,0.1107,0.0509,0.028399999999999995,0.03140000000000001,0.1107,0.0369,True
371,29,Head_16,0.0,0.0615,0.0853,0.1106,0.0615,0.0238,0.025300000000000003,0.1106,0.036866666666666666,True
372,17,Head_23,0.0,0.0512,0.0806,0.1102,0.0512,0.029400000000000003,0.0296,0.1102,0.03673333333333333,True
373,7,Head_4,0.0,0.0497,0.0795,0.1096,0.0497,0.0298,0.030100000000000002,0.1096,0.036533333333333334,True
374,16,Head_3,0.0,0.0612,0.0984,0.1086,0.0612,0.037200000000000004,0.0102,0.1086,0.0362,True
375,26,Head_10,0.0,0.0391,0.0662,0.1084,0.0391,0.027099999999999992,0.0422,0.1084,0.03613333333333333,True
376,9,Head_17,0.0,0.047,0.0743,0.1078,0.047,0.027300000000000005,0.0335,0.1078,0.03593333333333334,True
377,6,Head_13,0.0,0.0405,0.0724,0.1072,0.0405,0.031900000000000005,0.0348,0.1072,0.03573333333333333,True
378,10,Head_21,0.0,0.0527,0.0808,0.1071,0.0527,0.0281,0.026300000000000004,0.1071,0.0357,True
379,12,Head_1,0.0,0.0522,0.0812,0.1065,0.0522,0.02899999999999999,0.025300000000000003,0.1065,0.0355,True
380,6,Head_7,0.0,0.0633,0.0856,0.1064,0.0633,0.0223,0.0208,0.1064,0.03546666666666667,True
381,7,Head_6,0.0,0.0572,0.085,0.1064,0.0572,0.027800000000000005,0.02139999999999999,0.1064,0.03546666666666667,True
382,23,Head_14,0.0,0.0661,0.0873,0.1064,0.0661,0.021199999999999997,0.019099999999999992,0.1064,0.03546666666666667,True
383,8,Head_6,0.0,0.0563,0.0839,0.1063,0.0563,0.0276,0.022400000000000003,0.1063,0.03543333333333334,True
384,10,Head_9,0.0,0.0501,0.0761,0.1061,0.0501,0.026000000000000002,0.03,0.1061,0.035366666666666664,True
385,27,Head_14,0.0,0.0525,0.084,0.1061,0.0525,0.03150000000000001,0.022099999999999995,0.1061,0.035366666666666664,True
386,18,Head_14,0.0,0.0663,0.0883,0.1057,0.0663,0.022000000000000006,0.0174,0.1057,0.03523333333333333,True
387,8,Head_12,0.0,0.0593,0.0844,0.1055,0.0593,0.025100000000000004,0.021099999999999994,0.1055,0.035166666666666666,True
388,22,Head_4,0.0,0.0508,0.0759,0.1053,0.0508,0.025099999999999997,0.02940000000000001,0.1053,0.0351,True
389,31,Head_15,0.0,0.0475,0.0746,0.1052,0.0475,0.0271,0.030600000000000002,0.1052,0.03506666666666667,True
390,23,Head_9,0.0,0.0501,0.0756,0.1051,0.0501,0.025500000000000002,0.0295,0.1051,0.03503333333333333,True
391,23,Head_19,0.0,0.0444,0.0667,0.1049,0.0444,0.022299999999999993,0.0382,0.1049,0.03496666666666667,True
392,31,Head_18,0.0,0.0474,0.0715,0.1047,0.0474,0.024099999999999996,0.03320000000000001,0.1047,0.0349,True
393,6,Head_6,0.0,0.0749,0.0784,0.1045,0.0749,0.003500000000000003,0.026099999999999998,0.1045,0.034833333333333334,True
394,7,Head_7,0.0,0.0586,0.0859,0.1033,0.0586,0.027300000000000005,0.0174,0.1033,0.03443333333333334,True
395,30,Head_19,0.0,0.0472,0.0699,0.1033,0.0472,0.022700000000000005,0.0334,0.1033,0.03443333333333334,True
396,9,Head_18,0.0,0.0542,0.0785,0.1029,0.0542,0.024300000000000002,0.024400000000000005,0.1029,0.034300000000000004,True
397,30,Head_29,0.0,0.0489,0.0753,0.1029,0.0489,0.026400000000000007,0.0276,0.1029,0.034300000000000004,True
398,4,Head_15,0.0,0.0531,0.075,0.1025,0.0531,0.021899999999999996,0.027499999999999997,0.1025,0.034166666666666665,True
399,21,Head_25,0.0,0.0502,0.0746,0.1023,0.0502,0.024399999999999998,0.027700000000000002,0.1023,0.0341,True
400,25,Head_20,0.0,0.0555,0.0807,0.1023,0.0555,0.025199999999999993,0.021600000000000008,0.1023,0.0341,True
401,5,Head_17,0.0,0.0464,0.075,0.1012,0.0464,0.0286,0.0262,0.1012,0.03373333333333333,True
402,4,Head_6,0.0,0.0567,0.0784,0.101,0.0567,0.021699999999999997,0.02260000000000001,0.101,0.03366666666666667,True
403,18,Head_18,0.0,0.0436,0.0748,0.1006,0.0436,0.031200000000000006,0.02579999999999999,0.1006,0.03353333333333333,True
404,7,Head_8,0.0,0.0486,0.073,0.1002,0.0486,0.024399999999999998,0.027200000000000002,0.1002,0.0334,True
405,30,Head_10,0.0,0.052,0.0737,0.1002,0.052,0.021700000000000004,0.026499999999999996,0.1002,0.0334,True
406,6,Head_23,0.0,0.0431,0.0709,0.0998,0.0431,0.027800000000000005,0.028899999999999995,0.0998,0.03326666666666667,True
407,26,Head_29,0.0,0.047,0.0759,0.0997,0.047,0.028899999999999995,0.0238,0.0997,0.03323333333333333,True
408,5,Head_1,0.0,0.0428,0.0681,0.0996,0.0428,0.025299999999999996,0.0315,0.0996,0.0332,True
409,5,Head_24,0.0,0.0481,0.0714,0.0996,0.0481,0.023300000000000008,0.02819999999999999,0.0996,0.0332,True
410,7,Head_16,0.0,0.0562,0.0839,0.0992,0.0562,0.027700000000000002,0.015299999999999994,0.0992,0.03306666666666667,True
411,22,Head_6,0.0,0.054,0.0726,0.0986,0.054,0.0186,0.025999999999999995,0.0986,0.03286666666666666,True
412,22,Head_1,0.0,0.0526,0.0795,0.0984,0.0526,0.0269,0.0189,0.0984,0.0328,True
413,11,Head_6,0.0,0.0602,0.0806,0.098,0.0602,0.02040000000000001,0.0174,0.098,0.03266666666666667,True
414,24,Head_28,0.0,0.0464,0.0707,0.0979,0.0464,0.024300000000000002,0.027200000000000002,0.0979,0.032633333333333334,True
415,9,Head_8,0.0,0.0472,0.0713,0.0976,0.0472,0.024100000000000003,0.026300000000000004,0.0976,0.03253333333333334,True
416,8,Head_10,0.0,0.0419,0.0677,0.0975,0.0419,0.025799999999999997,0.029800000000000007,0.0975,0.0325,True
417,23,Head_22,0.0,0.0452,0.0714,0.0975,0.0452,0.026200000000000008,0.026099999999999998,0.0975,0.0325,True
418,30,Head_8,0.0,0.0501,0.0738,0.0975,0.0501,0.023700000000000006,0.0237,0.0975,0.0325,True
419,7,Head_13,0.0,0.0532,0.0701,0.0974,0.0532,0.0169,0.027300000000000005,0.0974,0.032466666666666665,True
420,16,Head_5,0.0,0.0433,0.0667,0.0964,0.0433,0.023399999999999997,0.029700000000000004,0.0964,0.03213333333333333,True
421,24,Head_25,0.0,0.045,0.0715,0.0963,0.045,0.026499999999999996,0.024800000000000003,0.0963,0.0321,True
422,6,Head_18,0.0,0.0421,0.0659,0.0955,0.0421,0.0238,0.0296,0.0955,0.03183333333333333,True
423,28,Head_27,0.0,0.0485,0.0739,0.0945,0.0485,0.025399999999999992,0.020600000000000007,0.0945,0.0315,True
424,16,Head_8,0.0,0.0548,0.0707,0.0938,0.0548,0.015899999999999997,0.023099999999999996,0.0938,0.031266666666666665,True
425,7,Head_21,0.0,0.0404,0.0656,0.0937,0.0404,0.025200000000000007,0.0281,0.0937,0.031233333333333335,True
426,19,Head_14,0.0,0.0498,0.0732,0.0934,0.0498,0.023400000000000004,0.020199999999999996,0.0934,0.031133333333333332,True
427,9,Head_9,0.0,0.0479,0.0732,0.0928,0.0479,0.025300000000000003,0.019599999999999992,0.0928,0.03093333333333333,True
428,31,Head_22,0.0,0.0481,0.0705,0.0925,0.0481,0.022399999999999996,0.022000000000000006,0.0925,0.030833333333333334,True
429,8,Head_19,0.0,0.077,0.0984,0.0924,0.077,0.021400000000000002,-0.006000000000000005,0.0924,0.030799999999999998,False
430,2,Head_25,0.0,0.0287,0.0624,0.0922,0.0287,0.033699999999999994,0.029800000000000007,0.0922,0.030733333333333335,True
431,30,Head_11,0.0,0.0482,0.0673,0.0922,0.0482,0.0191,0.024900000000000005,0.0922,0.030733333333333335,True
