Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27,Head_28,Head_29,Head_30,Head_31
0,0.0009198188781738281,0.002780914306640625,0.0017995834350585938,0.00786590576171875,0.0032482147216796875,0.00911712646484375,0.0034637451171875,0.00371551513671875,0.0167999267578125,0.01033782958984375,0.00640106201171875,0.020599365234375,0.004528045654296875,0.00827789306640625,0.0145111083984375,0.004718780517578125,0.01508331298828125,0.00537872314453125,0.0026760101318359375,0.00717926025390625,0.0070037841796875,0.006229400634765625,0.0209808349609375,0.0116119384765625,0.0019931793212890625,0.002796173095703125,0.0021915435791015625,0.004245758056640625,0.0045166015625,0.0038356781005859375,0.0020847320556640625,3.3855438232421875e-05
1,0.0047454833984375,0.00218963623046875,0.0201568603515625,0.0151824951171875,0.0011529922485351562,0.0023479461669921875,0.00637054443359375,0.0034732818603515625,0.01195526123046875,0.00962066650390625,0.00855255126953125,0.01251983642578125,0.01171875,0.0023441314697265625,0.004985809326171875,0.0106201171875,0.00360870361328125,0.0028057098388671875,0.0024013519287109375,0.0054779052734375,0.00890350341796875,0.00571441650390625,0.00507354736328125,0.007457733154296875,0.0006194114685058594,0.0008478164672851562,0.0004622936248779297,0.00051116943359375,0.0105743408203125,0.00902557373046875,0.006053924560546875,0.0069732666015625
2,0.00933074951171875,0.0216217041015625,0.006725311279296875,0.013763427734375,0.015716552734375,0.0258636474609375,0.038116455078125,0.0082244873046875,0.0051727294921875,0.006038665771484375,0.006198883056640625,0.0018949508666992188,0.003459930419921875,0.006099700927734375,0.0176849365234375,0.022125244140625,0.0108489990234375,0.00885772705078125,0.005550384521484375,0.01354217529296875,0.00887298583984375,0.006744384765625,0.01448822021484375,0.058624267578125,0.01293182373046875,0.06439208984375,0.005237579345703125,0.0028209686279296875,0.00893402099609375,0.00701141357421875,0.002307891845703125,0.0021724700927734375
3,0.0745849609375,0.034637451171875,0.0250091552734375,0.03558349609375,0.00229644775390625,0.00322723388671875,0.004138946533203125,0.004047393798828125,0.02044677734375,0.048736572265625,0.0167694091796875,0.017547607421875,0.01175689697265625,0.0029697418212890625,0.01006317138671875,0.007171630859375,0.00995635986328125,0.005588531494140625,0.00785064697265625,0.024932861328125,0.020172119140625,0.02789306640625,0.04876708984375,0.0272979736328125,0.0067138671875,0.006237030029296875,0.04034423828125,0.0250701904296875,0.045501708984375,0.048309326171875,0.05230712890625,0.0167236328125
4,0.0281219482421875,0.01904296875,0.04168701171875,0.11578369140625,0.042877197265625,0.050872802734375,0.08917236328125,0.0302886962890625,0.0276031494140625,0.0187835693359375,0.0296783447265625,0.034820556640625,0.0343017578125,0.033905029296875,0.007503509521484375,0.078125,0.0384521484375,0.007717132568359375,0.029571533203125,0.03692626953125,0.09295654296875,0.030181884765625,0.0931396484375,0.0294342041015625,0.0256805419921875,0.054931640625,0.04522705078125,0.01010894775390625,0.0187530517578125,0.00574493408203125,0.0477294921875,0.0753173828125
5,0.047943115234375,0.09326171875,0.0252685546875,0.0251007080078125,0.059661865234375,0.09600830078125,0.0831298828125,0.07745361328125,0.038238525390625,0.01470947265625,0.023284912109375,0.034393310546875,0.061767578125,0.018646240234375,0.02508544921875,0.06640625,0.03765869140625,0.0802001953125,0.06298828125,0.041259765625,0.0251007080078125,0.0066680908203125,0.054931640625,0.00402069091796875,0.07061767578125,0.0457763671875,0.03216552734375,0.0948486328125,0.05169677734375,0.0137481689453125,0.056243896484375,0.059906005859375
6,0.051055908203125,0.0242156982421875,0.00730133056640625,0.054443359375,0.1336669921875,0.07781982421875,0.147705078125,0.07757568359375,0.007793426513671875,0.040924072265625,0.00720977783203125,0.0291290283203125,0.043182373046875,0.070556640625,0.10919189453125,0.078857421875,0.031341552734375,0.041290283203125,0.09527587890625,0.075439453125,0.139404296875,0.1368408203125,0.1207275390625,0.1180419921875,0.0384521484375,0.035308837890625,0.0284576416015625,0.036712646484375,0.0050201416015625,0.038055419921875,0.0161590576171875,0.01165771484375
7,0.03125,0.0499267578125,0.0221099853515625,0.0306549072265625,0.0772705078125,0.0870361328125,0.10833740234375,0.10986328125,0.10186767578125,0.0989990234375,0.18115234375,0.10894775390625,0.0430908203125,0.14208984375,0.06463623046875,0.1068115234375,0.09063720703125,0.0928955078125,0.08929443359375,0.047821044921875,0.1087646484375,0.0806884765625,0.0216827392578125,0.162353515625,0.11328125,0.011566162109375,0.061920166015625,0.0260162353515625,0.12249755859375,0.11474609375,0.10919189453125,0.08575439453125
8,0.06591796875,0.021453857421875,0.11163330078125,0.0252838134765625,0.0758056640625,0.1463623046875,0.11083984375,0.140869140625,0.1102294921875,0.06396484375,0.12188720703125,0.0557861328125,0.07391357421875,0.09051513671875,0.053924560546875,0.138916015625,0.067626953125,0.07098388671875,0.0958251953125,0.14697265625,0.11639404296875,0.1253662109375,0.07293701171875,0.12457275390625,0.15576171875,0.1544189453125,0.189453125,0.062744140625,0.116943359375,0.117431640625,0.1396484375,0.136474609375
9,0.10894775390625,0.1439208984375,0.1722412109375,0.182861328125,0.12042236328125,0.132568359375,0.05255126953125,0.057586669921875,0.08575439453125,0.10174560546875,0.11737060546875,0.06524658203125,0.1195068359375,0.1673583984375,0.1221923828125,0.1436767578125,0.1690673828125,0.09393310546875,0.09185791015625,0.1207275390625,0.16748046875,0.1419677734375,0.162353515625,0.1444091796875,0.1448974609375,0.01275634765625,0.027313232421875,0.04620361328125,0.12469482421875,0.2286376953125,0.05908203125,0.1600341796875
