Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27
0,0.1513671875,0.022735595703125,0.103759765625,0.053253173828125,0.09185791015625,0.01293182373046875,0.040130615234375,0.05230712890625,0.024200439453125,0.054443359375,0.050872802734375,0.0291595458984375,0.03814697265625,0.06683349609375,0.1488037109375,0.0007734298706054688,0.0335693359375,0.08758544921875,0.09503173828125,0.17333984375,0.0221405029296875,0.0660400390625,0.046142578125,0.07806396484375,0.0594482421875,0.05950927734375,0.05364990234375,0.061676025390625
1,0.06866455078125,0.07977294921875,0.1180419921875,0.0689697265625,0.045654296875,0.07940673828125,0.1142578125,0.06707763671875,0.04193115234375,0.09423828125,0.061767578125,0.053070068359375,0.10040283203125,0.042816162109375,0.0697021484375,0.0731201171875,0.0931396484375,0.0772705078125,0.05328369140625,0.084228515625,0.07098388671875,0.055206298828125,0.09051513671875,0.1602783203125,0.108154296875,0.10888671875,0.08258056640625,0.0948486328125
2,0.06329345703125,0.07012939453125,0.07220458984375,0.06927490234375,0.05133056640625,0.061614990234375,0.0867919921875,0.08001708984375,0.09210205078125,0.07177734375,0.06842041015625,0.06573486328125,0.06854248046875,0.1168212890625,0.15673828125,0.09033203125,0.1717529296875,0.114990234375,0.07537841796875,0.111328125,0.1087646484375,0.11297607421875,0.222900390625,0.1072998046875,0.11737060546875,0.1214599609375,0.08544921875,0.126953125
3,0.08355712890625,0.08123779296875,0.08319091796875,0.08721923828125,0.07574462890625,0.0687255859375,0.0902099609375,0.139892578125,0.1031494140625,0.14404296875,0.1488037109375,0.154296875,0.12841796875,0.1407470703125,0.1383056640625,0.10906982421875,0.1578369140625,0.1260986328125,0.08551025390625,0.114990234375,0.1182861328125,0.1129150390625,0.11328125,0.11053466796875,0.111328125,0.1163330078125,0.1065673828125,0.10614013671875
4,0.0836181640625,0.080078125,0.288818359375,0.10888671875,0.376708984375,0.14599609375,0.1993408203125,0.002513885498046875,0.12213134765625,0.1824951171875,0.007709503173828125,0.1611328125,0.1707763671875,0.005664825439453125,0.0221099853515625,0.180908203125,0.1900634765625,0.1107177734375,0.073486328125,0.158447265625,0.254638671875,0.07415771484375,0.022552490234375,0.06793212890625,0.090576171875,0.130859375,0.07196044921875,0.008941650390625
5,0.75390625,0.167724609375,0.061553955078125,0.0760498046875,0.1572265625,0.50341796875,0.213134765625,0.2705078125,0.181640625,0.145751953125,0.379150390625,0.1041259765625,0.06732177734375,0.267822265625,0.09130859375,0.1046142578125,0.12213134765625,0.0902099609375,0.192138671875,0.03515625,0.10369873046875,0.352294921875,0.275634765625,0.25146484375,0.08837890625,0.111328125,0.72021484375,0.3232421875
6,0.1383056640625,0.07977294921875,0.281982421875,0.1024169921875,0.036163330078125,0.07318115234375,0.091796875,0.235107421875,0.041229248046875,0.309326171875,0.380126953125,0.1334228515625,0.1309814453125,0.1668701171875,0.290283203125,0.25439453125,0.312744140625,0.20361328125,0.64111328125,0.1468505859375,0.19189453125,0.04254150390625,0.1458740234375,0.2890625,0.1942138671875,0.07696533203125,0.15869140625,0.09173583984375
7,0.50146484375,0.65625,0.4921875,0.328369140625,0.19140625,0.22412109375,0.2247314453125,0.177490234375,0.170166015625,0.56640625,0.31591796875,0.211181640625,0.1470947265625,0.29833984375,0.34716796875,0.1676025390625,0.4423828125,0.311767578125,0.57275390625,0.311279296875,0.455810546875,0.14111328125,0.359375,0.1800537109375,0.155517578125,0.14697265625,0.1644287109375,0.314697265625
8,0.423095703125,0.07305908203125,0.169921875,0.2427978515625,0.2149658203125,0.307373046875,0.451171875,0.30615234375,0.86767578125,0.337158203125,0.36767578125,0.306640625,0.473876953125,0.397705078125,0.042205810546875,0.07952880859375,0.024566650390625,0.236328125,0.229248046875,0.036346435546875,0.1644287109375,0.280517578125,0.35791015625,0.0655517578125,0.5048828125,0.3681640625,0.3291015625,0.414794921875
9,0.45654296875,0.97265625,0.296142578125,0.339111328125,0.33154296875,0.65185546875,0.158447265625,0.62939453125,0.35986328125,0.6162109375,0.333251953125,0.2408447265625,0.390625,0.48876953125,0.408447265625,0.477294921875,1.046875,0.43212890625,0.441162109375,0.52587890625,0.452880859375,0.162841796875,0.306640625,0.29931640625,0.225830078125,0.24755859375,0.10321044921875,0.607421875
10,0.71337890625,0.4892578125,0.35986328125,0.21875,0.0684814453125,0.56005859375,0.2010498046875,0.479736328125,0.23388671875,0.12939453125,0.381103515625,0.5615234375,0.050201416015625,0.385986328125,0.348876953125,0.213134765625,0.045501708984375,0.37158203125,0.28466796875,0.3671875,0.169921875,0.254638671875,0.231201171875,0.1126708984375,0.35693359375,0.1190185546875,0.26123046875,0.06683349609375
11,0.191650390625,0.1368408203125,0.2421875,0.1475830078125,0.28955078125,0.26171875,0.24169921875,0.305908203125,0.2626953125,0.410400390625,0.279296875,0.1187744140625,0.2392578125,0.830078125,0.449951171875,0.2371826171875,0.2398681640625,0.394287109375,0.2315673828125,0.1334228515625,0.2568359375,0.7099609375,0.485107421875,0.273681640625,0.42333984375,0.340576171875,0.288818359375,0.2491455078125
12,0.896484375,0.409912109375,0.640625,0.257080078125,0.62646484375,0.2366943359375,0.4677734375,0.37841796875,0.364501953125,0.2374267578125,0.261474609375,0.306640625,0.28125,0.30517578125,0.666015625,0.370361328125,0.09869384765625,0.38720703125,0.1287841796875,0.259033203125,0.155029296875,0.099365234375,0.3837890625,0.56494140625,0.564453125,0.47265625,0.41650390625,0.4345703125
13,0.303466796875,0.46533203125,0.7841796875,0.5166015625,0.388427734375,0.33740234375,0.53076171875,0.2371826171875,0.10919189453125,0.320068359375,0.33056640625,0.29541015625,0.40087890625,0.315673828125,0.416748046875,0.488037109375,0.33349609375,0.68505859375,0.607421875,0.468505859375,0.5087890625,0.31591796875,0.9501953125,0.37841796875,0.389404296875,0.6025390625,0.44287109375,0.41943359375
14,0.036163330078125,0.060333251953125,0.227294921875,0.05902099609375,0.0010728836059570312,0.0009465217590332031,0.06048583984375,0.031829833984375,0.380126953125,0.3056640625,0.37158203125,0.634765625,0.47509765625,0.476318359375,0.47802734375,0.685546875,0.98095703125,0.49755859375,0.68408203125,0.438720703125,0.60986328125,0.4267578125,0.384765625,0.62646484375,0.517578125,0.71044921875,0.377197265625,0.4287109375
15,0.439453125,0.57666015625,0.39208984375,0.421875,0.357421875,0.32470703125,0.35546875,0.493408203125,0.1739501953125,0.2369384765625,0.264892578125,0.26416015625,0.29833984375,0.41357421875,0.322021484375,0.275390625,0.67041015625,0.388427734375,0.2880859375,0.231201171875,0.4619140625,0.439453125,0.67822265625,0.57275390625,0.418212890625,0.38671875,0.396484375,0.6376953125
16,0.47314453125,1.9189453125,0.771484375,0.82275390625,1.845703125,1.1826171875,0.6884765625,0.58740234375,0.43408203125,0.2183837890625,0.0443115234375,0.17578125,0.1011962890625,0.1695556640625,1.2958984375,0.64892578125,0.67138671875,0.64599609375,1.1953125,0.59912109375,0.93115234375,0.309326171875,0.368896484375,0.217529296875,0.463623046875,0.50390625,0.47216796875,0.490478515625
17,1.1845703125,1.4306640625,0.607421875,0.400146484375,0.939453125,0.6484375,0.70361328125,0.29052734375,0.37353515625,0.37939453125,0.0237579345703125,0.1396484375,0.111572265625,0.1630859375,0.72509765625,0.2119140625,0.11566162109375,0.37158203125,0.83544921875,0.2130126953125,0.367431640625,1.0458984375,0.67236328125,0.75146484375,0.8193359375,0.68896484375,1.3486328125,0.990234375
18,0.546875,0.3408203125,0.857421875,0.1480712890625,1.044921875,0.99658203125,0.72607421875,1.46484375,0.83935546875,0.64501953125,1.228515625,0.64111328125,0.56787109375,1.5087890625,1.0107421875,1.966796875,1.583984375,1.083984375,1.7236328125,0.5068359375,1.16015625,0.75244140625,0.40966796875,0.12176513671875,0.81103515625,1.12109375,0.73193359375,0.97021484375
19,1.111328125,0.10748291015625,0.78125,0.147705078125,0.96435546875,0.59521484375,0.623046875,0.5537109375,0.137939453125,0.10968017578125,0.8349609375,0.68896484375,0.73388671875,0.418212890625,1.1005859375,1.923828125,1.3779296875,1.65234375,1.0732421875,1.291015625,0.85693359375,1.0205078125,2.54296875,3.091796875,2.263671875,1.6728515625,1.38671875,1.4599609375
20,2.1015625,2.5703125,3.4296875,2.21875,2.896484375,2.462890625,1.138671875,0.365478515625,0.5634765625,0.169189453125,0.50390625,0.196533203125,0.197998046875,0.236083984375,0.91796875,1.1748046875,2.462890625,2.458984375,1.0546875,1.9619140625,0.93212890625,1.7099609375,1.568359375,2.984375,0.90966796875,0.5693359375,1.201171875,2.33203125
21,0.8154296875,0.6357421875,1.0673828125,0.3095703125,0.2261962890625,1.0068359375,0.88427734375,1.013671875,0.70361328125,0.123046875,0.58935546875,0.2154541015625,0.3349609375,1.4697265625,1.20703125,1.1083984375,0.3564453125,0.9580078125,0.6142578125,1.02734375,0.341552734375,0.476806640625,1.2890625,2.111328125,0.59375,2.22265625,1.326171875,1.6064453125
