Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.0033664703369140625,0.011322021484375,0.0005469322204589844,0.01351165771484375,0.00396728515625,0.043182373046875,0.0011243820190429688,0.002918243408203125,0.00949859619140625,0.002971649169921875,0.0045623779296875,0.009124755859375,0.034423828125,0.005641937255859375
1,0.039825439453125,0.050018310546875,0.033660888671875,0.04608154296875,0.038787841796875,0.033538818359375,0.03753662109375,0.0253143310546875,0.0211944580078125,0.0218963623046875,0.02667236328125,0.02374267578125,0.0386962890625,0.034210205078125
2,0.0606689453125,0.067138671875,0.04254150390625,0.046142578125,0.05584716796875,0.0521240234375,0.03668212890625,0.07928466796875,0.0361328125,0.061859130859375,0.053680419921875,0.06256103515625,0.0831298828125,0.057525634765625
3,0.0382080078125,0.053497314453125,0.056060791015625,0.060028076171875,0.0311431884765625,0.041473388671875,0.004680633544921875,0.0130767822265625,0.055206298828125,0.04852294921875,0.057647705078125,0.0288238525390625,0.019622802734375,0.0386962890625
4,0.0433349609375,0.039642333984375,0.056304931640625,0.0592041015625,0.0567626953125,0.0528564453125,0.056365966796875,0.043701171875,0.08184814453125,0.0501708984375,0.05926513671875,0.1170654296875,0.061004638671875,0.0513916015625
5,0.250244140625,0.091552734375,0.10198974609375,0.0200958251953125,0.03564453125,0.06341552734375,0.001117706298828125,0.0828857421875,0.140869140625,0.072265625,0.078857421875,0.0184173583984375,0.07928466796875,0.11322021484375
6,0.1011962890625,0.108642578125,0.115234375,0.17822265625,0.10943603515625,0.0701904296875,0.1358642578125,0.058502197265625,0.07037353515625,0.0687255859375,0.0672607421875,0.0986328125,0.064208984375,0.10302734375
7,0.12103271484375,0.1243896484375,0.16015625,0.0770263671875,0.1868896484375,0.259521484375,0.138427734375,0.08447265625,0.07366943359375,0.045867919921875,0.11810302734375,0.10345458984375,0.049957275390625,0.05615234375
8,0.077392578125,0.1737060546875,0.07330322265625,0.0557861328125,0.08514404296875,0.09442138671875,0.146728515625,0.1038818359375,0.088623046875,0.09417724609375,0.0838623046875,0.1470947265625,0.09429931640625,0.06475830078125
9,0.1683349609375,0.1529541015625,0.2340087890625,0.1346435546875,0.23486328125,0.1629638671875,0.248779296875,0.0004968643188476562,0.00482177734375,0.05548095703125,0.0004444122314453125,0.09521484375,0.031707763671875,0.0004715919494628906
10,0.238525390625,0.2357177734375,0.140380859375,0.125244140625,0.1910400390625,0.138427734375,0.181884765625,0.1959228515625,0.1612548828125,0.11480712890625,0.061767578125,0.10589599609375,0.14697265625,0.09442138671875
11,0.4970703125,0.1507568359375,0.357421875,0.380615234375,0.373779296875,0.1990966796875,0.1427001953125,0.0299224853515625,0.00022876262664794922,0.029083251953125,0.06884765625,0.00827789306640625,0.05206298828125,0.13623046875
12,0.347900390625,0.262451171875,0.135498046875,0.2147216796875,0.2181396484375,0.236572265625,0.177001953125,0.11187744140625,0.06219482421875,0.09820556640625,0.01082611083984375,0.15283203125,0.1690673828125,0.06268310546875
13,0.1358642578125,0.10302734375,0.235595703125,0.30615234375,0.261474609375,0.3203125,0.312255859375,0.12469482421875,0.058563232421875,0.07470703125,0.1533203125,0.145751953125,0.1566162109375,0.02728271484375
14,0.333740234375,0.330810546875,0.30029296875,0.172119140625,0.2353515625,0.25927734375,0.173583984375,0.30810546875,0.1783447265625,0.62109375,0.2071533203125,0.2900390625,0.250732421875,0.2783203125
15,0.1219482421875,0.1763916015625,0.1837158203125,0.169677734375,0.1517333984375,0.27294921875,0.24462890625,0.178466796875,0.2498779296875,0.2440185546875,0.237548828125,0.311279296875,0.266357421875,0.347900390625
16,0.46044921875,0.494384765625,0.1973876953125,0.0721435546875,0.05419921875,0.10980224609375,0.0362548828125,0.1732177734375,0.189453125,0.1268310546875,0.056884765625,0.48779296875,0.20556640625,0.0189208984375
17,0.408935546875,0.2174072265625,0.347900390625,0.496337890625,0.319580078125,0.456298828125,0.1505126953125,0.1619873046875,0.221923828125,0.2010498046875,0.37646484375,0.356201171875,0.1220703125,0.11346435546875
18,0.0892333984375,0.43359375,0.06427001953125,0.2841796875,0.72802734375,0.09686279296875,0.0758056640625,0.1556396484375,0.281005859375,0.2626953125,0.1021728515625,0.36279296875,0.10723876953125,0.293701171875
19,0.301025390625,0.11187744140625,0.207763671875,0.03912353515625,0.01479339599609375,0.0955810546875,0.0933837890625,0.2152099609375,0.356689453125,0.1468505859375,0.2142333984375,0.45068359375,0.380126953125,0.2188720703125
20,0.0701904296875,0.51953125,0.40576171875,0.12469482421875,0.154296875,0.0416259765625,0.1837158203125,0.642578125,0.5986328125,0.11456298828125,0.488037109375,0.68798828125,1.162109375,0.291259765625
21,0.1337890625,0.387939453125,0.546875,0.6962890625,0.359130859375,0.54150390625,0.64892578125,0.10406494140625,0.77294921875,0.55810546875,0.1033935546875,0.38916015625,0.5712890625,0.446044921875
22,0.74951171875,0.322265625,0.5830078125,0.52587890625,0.244873046875,0.7529296875,0.5849609375,0.76416015625,0.185302734375,0.1455078125,0.94970703125,0.771484375,0.52734375,0.79345703125
23,0.8408203125,0.7802734375,0.67138671875,0.40087890625,0.62939453125,0.466064453125,0.51025390625,0.6611328125,0.9560546875,0.412353515625,0.42822265625,0.48876953125,0.470458984375,0.44482421875

Top 10 Most Divergent Heads
Rank,Layer,Head,Divergence
1,20,12,1.162109375
2,23,8,0.9560546875
3,22,10,0.94970703125
4,23,0,0.8408203125
5,22,13,0.79345703125
6,23,1,0.7802734375
7,21,8,0.77294921875
8,22,11,0.771484375
9,22,7,0.76416015625
10,22,5,0.7529296875
