Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13
0,0.002422332763671875,0.017822265625,0.0012559890747070312,0.01551055908203125,0.0038242340087890625,0.05401611328125,0.0014600753784179688,0.0028934478759765625,0.0157318115234375,0.004329681396484375,0.0031757354736328125,0.012420654296875,0.03045654296875,0.0059661865234375
1,0.0550537109375,0.08740234375,0.0430908203125,0.077392578125,0.04376220703125,0.039398193359375,0.045806884765625,0.0282745361328125,0.03619384765625,0.03411865234375,0.029571533203125,0.03125,0.050384521484375,0.0631103515625
2,0.07861328125,0.103759765625,0.06622314453125,0.057342529296875,0.06939697265625,0.061431884765625,0.053466796875,0.10540771484375,0.0587158203125,0.0863037109375,0.0750732421875,0.099365234375,0.10321044921875,0.06597900390625
3,0.053619384765625,0.06884765625,0.08404541015625,0.08074951171875,0.04644775390625,0.0540771484375,0.006412506103515625,0.021240234375,0.05340576171875,0.07183837890625,0.06640625,0.034027099609375,0.0223236083984375,0.043121337890625
4,0.044036865234375,0.04522705078125,0.0689697265625,0.0797119140625,0.06646728515625,0.06298828125,0.0738525390625,0.060333251953125,0.1142578125,0.09124755859375,0.0831298828125,0.1624755859375,0.123291015625,0.06585693359375
5,0.414794921875,0.22607421875,0.1392822265625,0.02978515625,0.0352783203125,0.08721923828125,0.003742218017578125,0.10986328125,0.1884765625,0.09942626953125,0.09405517578125,0.0205230712890625,0.091552734375,0.15478515625
6,0.168701171875,0.162353515625,0.235107421875,0.251220703125,0.1785888671875,0.1083984375,0.16259765625,0.08465576171875,0.1029052734375,0.09686279296875,0.094970703125,0.1483154296875,0.088623046875,0.1546630859375
7,0.1981201171875,0.1722412109375,0.1700439453125,0.0948486328125,0.2337646484375,0.311279296875,0.2034912109375,0.20947265625,0.079833984375,0.048980712890625,0.1453857421875,0.14697265625,0.067138671875,0.0648193359375
8,0.11566162109375,0.2410888671875,0.0989990234375,0.06982421875,0.13232421875,0.1258544921875,0.2030029296875,0.1324462890625,0.0933837890625,0.14404296875,0.09930419921875,0.220703125,0.1434326171875,0.0968017578125
9,0.235595703125,0.2244873046875,0.361328125,0.209716796875,0.310546875,0.2186279296875,0.390625,0.0007467269897460938,0.01273345947265625,0.0740966796875,0.0006628036499023438,0.10528564453125,0.05096435546875,0.0007042884826660156
10,0.365966796875,0.3115234375,0.19384765625,0.1883544921875,0.237548828125,0.231201171875,0.270263671875,0.291748046875,0.166748046875,0.1663818359375,0.098876953125,0.13623046875,0.215087890625,0.1422119140625
11,0.505859375,0.199462890625,0.385986328125,0.44873046875,0.413818359375,0.30908203125,0.2117919921875,0.040191650390625,0.0004031658172607422,0.03509521484375,0.07989501953125,0.0079193115234375,0.061798095703125,0.181396484375
12,0.45263671875,0.32470703125,0.1553955078125,0.2298583984375,0.296630859375,0.278564453125,0.2425537109375,0.12396240234375,0.09063720703125,0.1656494140625,0.010894775390625,0.1741943359375,0.20849609375,0.08514404296875
13,0.1546630859375,0.11090087890625,0.269287109375,0.34716796875,0.290283203125,0.419189453125,0.370849609375,0.1572265625,0.07000732421875,0.08343505859375,0.173095703125,0.1702880859375,0.204833984375,0.03485107421875
14,0.432373046875,0.40869140625,0.365966796875,0.2301025390625,0.291748046875,0.322998046875,0.208740234375,0.3193359375,0.231689453125,0.9736328125,0.25,0.338134765625,0.276611328125,0.278564453125
15,0.1536865234375,0.2152099609375,0.2890625,0.1866455078125,0.2249755859375,0.3515625,0.31884765625,0.2252197265625,0.3642578125,0.311767578125,0.298828125,0.372314453125,0.35888671875,0.4208984375
16,0.451904296875,0.51953125,0.2230224609375,0.07806396484375,0.052703857421875,0.1314697265625,0.052093505859375,0.201416015625,0.2366943359375,0.14599609375,0.07952880859375,0.59716796875,0.2445068359375,0.0243682861328125
17,0.400390625,0.2763671875,0.486083984375,0.6357421875,0.389892578125,0.55224609375,0.1868896484375,0.2159423828125,0.326171875,0.34619140625,0.5029296875,0.439208984375,0.148681640625,0.2548828125
18,0.082763671875,0.51708984375,0.081298828125,0.310546875,1.103515625,0.11480712890625,0.10791015625,0.197021484375,0.32373046875,0.317138671875,0.11444091796875,0.385009765625,0.11151123046875,0.38134765625
19,0.34228515625,0.1434326171875,0.2666015625,0.048126220703125,0.0232696533203125,0.12017822265625,0.105224609375,0.25439453125,0.443359375,0.1759033203125,0.239990234375,0.533203125,0.47216796875,0.260986328125
20,0.07843017578125,0.86865234375,0.4365234375,0.189208984375,0.1622314453125,0.047393798828125,0.1832275390625,0.90283203125,0.7021484375,0.135009765625,0.46923828125,0.71435546875,1.4140625,0.31396484375
21,0.1810302734375,0.375732421875,0.853515625,1.076171875,0.33154296875,0.65625,0.45263671875,0.1602783203125,1.078125,0.599609375,0.11907958984375,0.374755859375,0.54052734375,0.59814453125
22,0.6650390625,0.380615234375,0.560546875,0.57275390625,0.277587890625,0.88720703125,0.51806640625,1.146484375,0.29541015625,0.192138671875,1.53515625,0.68359375,0.445068359375,0.77490234375
23,0.91650390625,0.83447265625,0.68798828125,0.4453125,0.68310546875,0.57177734375,0.5576171875,0.62646484375,1.2490234375,0.41357421875,0.442626953125,0.402099609375,0.564453125,0.499755859375

Top 10 Most Divergent Heads
Rank,Layer,Head,Divergence
1,22,10,1.53515625
2,20,12,1.4140625
3,23,8,1.2490234375
4,22,7,1.146484375
5,18,4,1.103515625
6,21,8,1.078125
7,21,3,1.076171875
8,14,9,0.9736328125
9,23,0,0.91650390625
10,20,7,0.90283203125
