Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27
0,0.14892578125,0.0223236083984375,0.1282958984375,0.085205078125,0.10546875,0.01270294189453125,0.040985107421875,0.041412353515625,0.038421630859375,0.07672119140625,0.059539794921875,0.048370361328125,0.0523681640625,0.078125,0.18017578125,0.00025916099548339844,0.035430908203125,0.188720703125,0.10565185546875,0.19384765625,0.033721923828125,0.05340576171875,0.067626953125,0.050811767578125,0.0357666015625,0.044464111328125,0.037017822265625,0.03729248046875
1,0.09356689453125,0.10723876953125,0.12408447265625,0.09527587890625,0.0604248046875,0.0732421875,0.09527587890625,0.07647705078125,0.05352783203125,0.0689697265625,0.0758056640625,0.0618896484375,0.123291015625,0.052734375,0.0716552734375,0.09454345703125,0.107421875,0.0921630859375,0.0550537109375,0.108154296875,0.09136962890625,0.09771728515625,0.08795166015625,0.1671142578125,0.1361083984375,0.141845703125,0.09027099609375,0.1353759765625
2,0.061553955078125,0.07806396484375,0.0806884765625,0.0657958984375,0.0506591796875,0.080810546875,0.11737060546875,0.08880615234375,0.09088134765625,0.09722900390625,0.0758056640625,0.07720947265625,0.09197998046875,0.156494140625,0.2066650390625,0.12200927734375,0.22314453125,0.1251220703125,0.113525390625,0.1416015625,0.116943359375,0.1385498046875,0.26806640625,0.15771484375,0.1707763671875,0.168212890625,0.08575439453125,0.1700439453125
3,0.08734130859375,0.08502197265625,0.091064453125,0.090087890625,0.066162109375,0.082275390625,0.08746337890625,0.1737060546875,0.107421875,0.1600341796875,0.18115234375,0.1798095703125,0.148681640625,0.172607421875,0.1490478515625,0.1529541015625,0.139892578125,0.1278076171875,0.1009521484375,0.13427734375,0.1651611328125,0.12384033203125,0.14794921875,0.12939453125,0.132568359375,0.1390380859375,0.128662109375,0.1405029296875
4,0.10992431640625,0.09820556640625,0.239013671875,0.10845947265625,0.232421875,0.17919921875,0.19384765625,0.0027828216552734375,0.04852294921875,0.250244140625,0.00506591796875,0.34765625,0.1995849609375,0.00274658203125,0.023529052734375,0.2281494140625,0.2281494140625,0.153076171875,0.100830078125,0.1778564453125,0.284912109375,0.11639404296875,0.0276336669921875,0.07720947265625,0.0579833984375,0.1474609375,0.08013916015625,0.01580810546875
5,0.426513671875,0.21435546875,0.07855224609375,0.08758544921875,0.23486328125,0.386962890625,0.1715087890625,0.298828125,0.274658203125,0.17822265625,0.3994140625,0.08453369140625,0.08294677734375,0.339599609375,0.07513427734375,0.0787353515625,0.099853515625,0.12548828125,0.2401123046875,0.047454833984375,0.136962890625,0.49072265625,0.3359375,0.29833984375,0.1492919921875,0.12396240234375,0.85791015625,0.371337890625
6,0.12408447265625,0.087158203125,0.270751953125,0.10455322265625,0.036651611328125,0.09552001953125,0.07830810546875,0.257080078125,0.043365478515625,0.32421875,0.33154296875,0.2410888671875,0.12115478515625,0.209716796875,0.3564453125,0.28076171875,0.277099609375,0.261474609375,0.473388671875,0.1971435546875,0.22021484375,0.040679931640625,0.1553955078125,0.328125,0.2364501953125,0.099365234375,0.196044921875,0.08355712890625
7,0.4765625,0.478271484375,0.488525390625,0.271484375,0.2086181640625,0.22607421875,0.2235107421875,0.1917724609375,0.12457275390625,0.36572265625,0.386474609375,0.1494140625,0.100830078125,0.229736328125,0.38427734375,0.1719970703125,0.3369140625,0.339111328125,0.408447265625,0.316162109375,0.52880859375,0.1470947265625,0.1866455078125,0.1607666015625,0.1502685546875,0.1475830078125,0.12298583984375,0.33349609375
8,0.4990234375,0.08587646484375,0.1771240234375,0.258544921875,0.2254638671875,0.3251953125,0.464599609375,0.2391357421875,0.3984375,0.310546875,0.2305908203125,0.31689453125,0.396240234375,0.3232421875,0.039825439453125,0.055450439453125,0.016754150390625,0.286376953125,0.20166015625,0.0307769775390625,0.156005859375,0.3662109375,0.300537109375,0.0192718505859375,0.34423828125,0.6025390625,0.349609375,0.36865234375
9,0.650390625,0.59326171875,0.44775390625,0.418212890625,0.270263671875,0.666015625,0.10601806640625,0.54443359375,0.2498779296875,0.349609375,0.2880859375,0.275146484375,0.429443359375,0.48291015625,0.401611328125,0.41552734375,0.9580078125,0.40625,0.363525390625,0.48046875,0.56591796875,0.28759765625,0.3203125,0.37646484375,0.306640625,0.323974609375,0.14306640625,0.640625
10,0.662109375,0.451416015625,0.3466796875,0.284912109375,0.05780029296875,0.634765625,0.1832275390625,0.447509765625,0.2900390625,0.1429443359375,0.390869140625,0.429931640625,0.0511474609375,0.48291015625,0.38818359375,0.2039794921875,0.059967041015625,0.2442626953125,0.2476806640625,0.325927734375,0.1541748046875,0.3486328125,0.308349609375,0.1424560546875,0.389892578125,0.1593017578125,0.32177734375,0.0738525390625
11,0.341796875,0.1234130859375,0.24267578125,0.1678466796875,0.3271484375,0.31982421875,0.255615234375,0.268798828125,0.219970703125,0.5419921875,0.353759765625,0.1929931640625,0.17431640625,1.11328125,0.3037109375,0.2362060546875,0.2568359375,0.273681640625,0.216796875,0.1776123046875,0.271484375,0.62646484375,0.595703125,0.3193359375,0.5654296875,0.49609375,0.359130859375,0.29638671875
12,1.072265625,0.5400390625,0.568359375,0.2587890625,0.6220703125,0.1324462890625,0.38427734375,0.337646484375,0.468505859375,0.28076171875,0.23828125,0.279296875,0.289306640625,0.47021484375,0.8310546875,0.3154296875,0.072998046875,0.4560546875,0.1827392578125,0.261962890625,0.20849609375,0.09185791015625,0.411865234375,0.5732421875,0.7783203125,0.3623046875,0.5556640625,0.57763671875
13,0.4404296875,0.7060546875,0.958984375,0.50732421875,0.49365234375,0.54052734375,0.4267578125,0.2880859375,0.1893310546875,0.290771484375,0.367919921875,0.3701171875,0.465576171875,0.32470703125,0.7451171875,0.3525390625,0.3857421875,0.71728515625,0.7421875,0.3203125,0.434326171875,0.486083984375,1.0478515625,0.414794921875,0.609375,0.72216796875,0.52490234375,0.62841796875
14,0.06439208984375,0.09088134765625,0.196044921875,0.07086181640625,0.0013799667358398438,0.0009760856628417969,0.055084228515625,0.0670166015625,0.80322265625,0.391357421875,0.45947265625,0.74658203125,0.50146484375,0.64306640625,0.56689453125,1.048828125,0.77197265625,0.56298828125,1.115234375,0.71923828125,0.6826171875,0.4404296875,0.46337890625,0.880859375,0.607421875,0.87353515625,0.452880859375,0.446044921875
15,0.6435546875,0.7998046875,0.362060546875,0.4833984375,0.5419921875,0.343994140625,0.394287109375,0.494384765625,0.244873046875,0.2459716796875,0.310791015625,0.2425537109375,0.257080078125,0.406982421875,0.355224609375,0.311767578125,0.96435546875,0.459228515625,0.202392578125,0.302734375,0.5234375,0.417724609375,0.953125,0.7626953125,0.53466796875,0.436767578125,0.45166015625,1.052734375
16,0.88916015625,2.455078125,1.0224609375,1.396484375,2.044921875,1.5810546875,0.81689453125,0.8544921875,0.67529296875,0.294677734375,0.05780029296875,0.138916015625,0.12939453125,0.1739501953125,1.32421875,0.705078125,0.8076171875,1.041015625,1.5341796875,0.7373046875,1.189453125,0.4052734375,0.5400390625,0.295166015625,0.6044921875,0.61328125,0.625,0.70361328125
17,0.89892578125,1.5810546875,0.77197265625,0.494384765625,1.2529296875,0.5732421875,0.9345703125,0.2978515625,0.4814453125,0.509765625,0.0280609130859375,0.1385498046875,0.1217041015625,0.22265625,1.8349609375,0.342041015625,0.1356201171875,0.55712890625,1.3603515625,0.260009765625,0.57080078125,1.1005859375,0.88427734375,1.0654296875,0.83642578125,0.89208984375,1.650390625,1.173828125
