Layer,certain,manipulated_1,manipulated_2,manipulated_3
0,0.0,0.015709616243839264,0.027488477528095245,0.04416864737868309
1,0.0,0.026795821264386177,0.04716075584292412,0.073883056640625
2,0.0,0.04827973246574402,0.0846964493393898,0.1292780041694641
3,0.0,0.08384010940790176,0.14399857819080353,0.2149658203125
4,0.0,0.14348995685577393,0.2455388903617859,0.3612837493419647
5,0.0,0.15839917957782745,0.26815149188041687,0.3973943591117859
6,0.0,0.1896306872367859,0.31668737530708313,0.4625133275985718
7,0.0,0.2069443166255951,0.3445934057235718,0.49551668763160706
8,0.0,0.2510283589363098,0.4128935933113098,0.583251953125
9,0.0,0.28890344500541687,0.461396187543869,0.6456853747367859
10,0.0,0.30866771936416626,0.4925426244735718,0.6848810315132141
11,0.0,0.3373357653617859,0.5101355314254761,0.6924715638160706
12,0.0,0.36526766419410706,0.5657182335853577,0.7714399695396423
13,0.0,0.436005562543869,0.6791474223136902,0.9356800317764282
14,0.0,0.4987349212169647,0.786073625087738,1.10595703125
15,0.0,0.5646232962608337,0.8854314684867859,1.2639381885528564
16,0.0,0.597597062587738,0.940000593662262,1.3458806276321411
17,0.0,0.6613732576370239,1.0478367805480957,1.5313388109207153
18,0.0,0.741880476474762,1.1859463453292847,1.7484019994735718
19,0.0,0.7809022665023804,1.2513760328292847,1.8566228151321411
20,0.0,0.8467610478401184,1.3583393096923828,2.0133168697357178
21,0.0,0.9338083267211914,1.4917583465576172,2.1902520656585693
22,0.0,0.9987348914146423,1.5846205949783325,2.3180043697357178
23,0.0,1.069017767906189,1.7029770612716675,2.503994941711426
24,0.0,1.111083984375,1.7696939706802368,2.6125710010528564
25,0.0,1.1744199991226196,1.8693625926971436,2.760298252105713
26,0.0,1.288278341293335,2.0400094985961914,3.016690254211426
27,0.0,1.401685357093811,2.2136008739471436,3.276278495788574
28,0.0,1.5698537826538086,2.4714133739471436,3.647017002105713
29,0.0,1.7145922183990479,2.6959636211395264,3.985795497894287
30,0.0,1.9402669668197632,3.039003372192383,4.507279872894287
31,0.0,2.369199752807617,3.6912286281585693,5.481534004211426
