Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27
0,0.0787353515625,0.024261474609375,0.07421875,0.052398681640625,0.07904052734375,0.01232147216796875,0.032012939453125,0.036102294921875,0.023345947265625,0.0307769775390625,0.0423583984375,0.02789306640625,0.029937744140625,0.02789306640625,0.0799560546875,9.435415267944336e-05,0.037139892578125,0.0943603515625,0.059906005859375,0.1025390625,0.0217437744140625,0.03424072265625,0.03387451171875,0.031280517578125,0.0267333984375,0.02777099609375,0.027435302734375,0.0235137939453125
1,0.05096435546875,0.049285888671875,0.05303955078125,0.054718017578125,0.0377197265625,0.050323486328125,0.05438232421875,0.058380126953125,0.03564453125,0.03936767578125,0.05731201171875,0.04437255859375,0.0792236328125,0.034332275390625,0.049224853515625,0.062286376953125,0.07623291015625,0.0643310546875,0.04205322265625,0.0704345703125,0.055145263671875,0.06622314453125,0.04815673828125,0.1226806640625,0.07586669921875,0.07183837890625,0.06005859375,0.06854248046875
2,0.045928955078125,0.05377197265625,0.054901123046875,0.049957275390625,0.02642822265625,0.0540771484375,0.0738525390625,0.0692138671875,0.071044921875,0.0609130859375,0.055145263671875,0.052032470703125,0.0650634765625,0.0872802734375,0.10308837890625,0.07769775390625,0.13330078125,0.09619140625,0.0653076171875,0.0843505859375,0.1011962890625,0.0843505859375,0.250732421875,0.09130859375,0.10009765625,0.1156005859375,0.066650390625,0.10113525390625
3,0.06439208984375,0.0640869140625,0.0634765625,0.07763671875,0.04925537109375,0.059539794921875,0.06494140625,0.10833740234375,0.0667724609375,0.0958251953125,0.1319580078125,0.12255859375,0.08636474609375,0.0909423828125,0.11273193359375,0.1099853515625,0.103759765625,0.0986328125,0.07708740234375,0.08599853515625,0.10833740234375,0.093505859375,0.1087646484375,0.09552001953125,0.105224609375,0.09844970703125,0.10333251953125,0.10150146484375
4,0.06988525390625,0.0667724609375,0.174560546875,0.07708740234375,0.184814453125,0.0958251953125,0.1309814453125,0.0011119842529296875,0.0224609375,0.1705322265625,0.004398345947265625,0.1671142578125,0.1419677734375,0.0016613006591796875,0.0149993896484375,0.1796875,0.1397705078125,0.09393310546875,0.07373046875,0.12310791015625,0.1912841796875,0.060150146484375,0.0229339599609375,0.061004638671875,0.060699462890625,0.1072998046875,0.051788330078125,0.01263427734375
5,0.29345703125,0.134765625,0.052734375,0.057769775390625,0.133544921875,0.1898193359375,0.0919189453125,0.2149658203125,0.1810302734375,0.143310546875,0.32421875,0.07275390625,0.056182861328125,0.223388671875,0.055511474609375,0.04901123046875,0.0693359375,0.07818603515625,0.18359375,0.030029296875,0.1072998046875,0.3779296875,0.199462890625,0.1990966796875,0.1143798828125,0.0831298828125,0.68701171875,0.2291259765625
6,0.1041259765625,0.0745849609375,0.1910400390625,0.0797119140625,0.0258636474609375,0.0655517578125,0.06915283203125,0.232666015625,0.029022216796875,0.25146484375,0.2509765625,0.1341552734375,0.065673828125,0.15576171875,0.1802978515625,0.162841796875,0.1868896484375,0.154052734375,0.220703125,0.110595703125,0.142578125,0.03277587890625,0.1231689453125,0.27978515625,0.182373046875,0.0758056640625,0.1279296875,0.07269287109375
7,0.33642578125,0.434326171875,0.33056640625,0.2188720703125,0.1273193359375,0.145751953125,0.1873779296875,0.1533203125,0.11016845703125,0.312255859375,0.2454833984375,0.1265869140625,0.08587646484375,0.18603515625,0.310546875,0.1373291015625,0.26220703125,0.189453125,0.351318359375,0.1796875,0.3671875,0.12060546875,0.1741943359375,0.13525390625,0.1097412109375,0.10247802734375,0.101806640625,0.22802734375
8,0.3134765625,0.054595947265625,0.143798828125,0.16455078125,0.1759033203125,0.257568359375,0.287109375,0.2098388671875,0.34033203125,0.221435546875,0.20556640625,0.2232666015625,0.30615234375,0.26513671875,0.025238037109375,0.04541015625,0.01435089111328125,0.2000732421875,0.1395263671875,0.020721435546875,0.11572265625,0.334228515625,0.2724609375,0.0088348388671875,0.1728515625,0.43603515625,0.2763671875,0.237060546875
9,0.410400390625,0.3310546875,0.304443359375,0.38134765625,0.269287109375,0.50244140625,0.07623291015625,0.463623046875,0.189697265625,0.265625,0.24267578125,0.2083740234375,0.336181640625,0.375732421875,0.2578125,0.288818359375,0.6494140625,0.268310546875,0.2288818359375,0.323486328125,0.421875,0.18994140625,0.2216796875,0.28466796875,0.2174072265625,0.2137451171875,0.09844970703125,0.463623046875
